datasetTitle,datasetKey,type,hostingOrganization,hostingOrganizationKey,publishingOrganization,publishingOrganizationKey,publishingCountry,country_name
Global Register of Introduced and Invasive Species - Costa Rica,471fa55a-3d00-4bde-acb1-3b118248f50d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Costa Rica
Global Register of Introduced and Invasive Species - Mauritius,69233277-0946-4931-8115-3b247a81a051,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mauritius
Global Register of Introduced and Invasive Species - Switzerland,5f4edb1f-5624-4066-8e83-5f3b09de87eb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Switzerland
Global Register of Introduced and Invasive Species - Peru,5aa5f29e-532e-4ae5-81c0-f8a9eb4dcaf2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Peru
Global Register of Introduced and Invasive Species - Philippines,1b1f1153-f54e-418f-b9c8-3f86a2f680b4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Philippines
Global Register of Introduced and Invasive Species - Algeria,4a5c1429-3f25-4b2e-8ab6-d281c2c3df49,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Algeria
Global Register of Introduced and Invasive Species - Fiji,46689e23-c7bc-45d1-8cb6-29211cd1ae46,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Fiji
Global Register of Introduced and Invasive Species - Georgia,cbf356f0-f2a3-48ef-9217-5410654bf2d2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Georgia
Global Register of Introduced and Invasive Species - Libya,0620579e-9ee4-453a-be7d-ce14149aec76,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Libya
Global Register of Introduced and Invasive Species - Comoros,5fd0d7a4-0381-4d6b-ad34-24e99a7b4247,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Comoros
Global Register of Introduced and Invasive Species - Lithuania,ced4b662-2201-4c55-b31b-fc5643a9a72f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Lithuania
Global Register of Introduced and Invasive Species - Belarus,ad95a6e9-a462-4bce-838f-bb4cd3296665,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Belarus
Global Register of Introduced and Invasive Species - Romania,d20e290d-4921-4244-a9a1-59ffa3bfa975,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Romania
Global Register of Introduced and Invasive Species - Singapore,7b6661a3-5bbd-4dbb-b3e4-0c26df341977,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Singapore
Global Register of Introduced and Invasive Species - Cyprus,2f7ea7d1-a73f-46f6-b790-7339126a999f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cyprus
Global Register of Introduced and Invasive Species - Greece,137a287c-911c-40b5-8051-6dc86b110bcc,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Greece
Global Register of Introduced and Invasive Species - Madagascar,baf86ad8-24ad-4603-a723-dcc9647846da,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Madagascar
Global Register of Introduced and Invasive Species - Chile,c328523e-1e63-4384-b52a-4773639a475b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Chile
Global Register of Introduced and Invasive Species - Argentina,eedb7ade-5c51-4787-9635-949b704e1194,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Argentina
Global Register of Introduced and Invasive Species - Latvia,c7056977-c11e-45d7-a348-11ff192a3cae,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Latvia
Global Register of Introduced and Invasive Species - Ukraine,d006d8bb-cf1e-46ff-a054-c6768e23d86d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Ukraine
Global Register of Introduced and Invasive Species - Slovenia,628b9441-36ba-41bc-a260-be5c655bd04b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Slovenia
Global Register of Introduced and Invasive Species - Spain,c7873d63-4c63-419f-8d84-a7a6cb29c5e8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Spain
Global Register of Introduced and Invasive Species - China,6d11211b-caa0-4e63-b99c-e944099d5017,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,China
Global Register of Introduced and Invasive Species - Israel,6b45e498-23e8-4e39-8620-77011495e42c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Israel
Global Register of Introduced and Invasive Species - Estonia,3840e95d-a55d-4372-a924-b1ff34b856d0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Estonia
Global Register of Introduced and Invasive Species - New Zealand,b286f8ee-1e29-4f8a-a041-9106bb1796f3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,New Zealand
Global Register of Introduced and Invasive Species - Portugal,61b67ae8-c623-42a9-9172-3283f2f1473b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Portugal
Global Register of Introduced and Invasive Species - Turkey,acaa145f-7944-4bc8-a4cc-4e3410c41e99,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Turkey
Global Register of Introduced and Invasive Species - Norway,38de3b7a-5af3-4b6f-a1c5-4c0aa6abf010,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Norway
Global Register of Introduced and Invasive Species - Germany,2a281675-c184-4d54-a47e-5d3a7ec6653f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Germany
Global Register of Introduced and Invasive Species - Brazil,21cf83b3-fec6-4c42-95bc-b8555a991bc3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Brazil
Global Register of Introduced and Invasive Species - Ireland,278c9199-be97-4fd0-9c6c-6c46c4e2369e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Ireland
Global Register of Introduced and Invasive Species - Mexico,7185a1d5-9dc2-44fc-b3ef-5e4d068f12f1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mexico
Global Register of Introduced and Invasive Species - Czechia,42e9b7bc-81d7-41d7-9508-1b06a688f062,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Czechia
Global Register of Introduced and Invasive Species - India,b09c3987-af9a-4658-9bfd-19cf712ac3d1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,India
Global Register of Introduced and Invasive Species - Poland,250aa99d-b510-4f89-a68a-0a463ab7c530,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Poland
Global Register of Introduced and Invasive Species - Austria,1100c043-55c0-433d-b2f3-60747ab9de11,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Austria
Global Register of Introduced and Invasive Species - Denmark,ad5cba8c-45fb-428c-aafa-7ff013d0fdaf,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Denmark
Global Register of Introduced and Invasive Species - Australia,15147db1-27c3-49b5-9c69-c78d55a4b8ff,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Australia
Global Register of Introduced and Invasive Species - Great Britain,1288ee7d-d67c-4e23-8d95-409973067383,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Great Britain
Global Register of Introduced and Invasive Species - Sri Lanka,88875dc2-4e00-48e5-9e72-2de3ab964da9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Sri Lanka
Global Register of Introduced and Invasive Species - Democratic Republic of Congo,f6e7601b-3457-4a1b-b5a8-01490566a3b8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Democratic Republic of Congo
Global Register of Introduced and Invasive Species - Mauritania,04e4514b-76c0-48c6-8ad0-a78e1ce17415,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mauritania
Global Register of Introduced and Invasive Species - Bahrain,6edd6aff-7dac-4029-9bb4-b025f4af352c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bahrain
Global Register of Introduced and Invasive Species - Congo,9a866be5-f329-49ef-b173-906bd759feb1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Congo
Global Register of Introduced and Invasive Species – Central African Republic,346daa13-6677-4f13-a401-7daafec50315,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Central African Republic
Global Register of Introduced and Invasive Species – Azerbaijan,f9c8f84c-a4ff-4c1d-86ae-6a1a472f2aa3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Azerbaijan
Global Register of Introduced and Invasive Species - Turkmenistan,be3f6376-9b93-41e3-8077-eda6c94b720f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Turkmenistan
Global Register of Introduced and Invasive Species - Kazakhstan,466a1a11-abc8-46d0-8edf-e8f2f9743a67,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Kazakhstan
Global Register of Introduced and Invasive Species - Haiti,eb88c716-cca7-4810-8c07-11e78227200a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Haiti
Global Register of Introduced and Invasive Species - Kiribati,2e76af52-48a9-4b89-81b8-441860dbed9e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Kiribati
Global Register of Introduced and Invasive Species - Mozambique,02dbfd0d-3cb1-46bf-94b1-72e5a8bfb181,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mozambique
Global Register of Introduced and Invasive Species - El Salvador,eb5717c8-fa55-4a28-9586-078cf2a428f2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,El Salvador
Global Register of Introduced and Invasive Species - Moldova,1aac3463-39ee-4a81-81f0-0a5718b218f3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Moldova
Global Register of Introduced and Invasive Species - Vanuatu,cec980b2-63d3-4a38-a70a-3af3e6b7e6f5,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Vanuatu
Global Register of Introduced and Invasive Species - Russian Federation,089ede6e-6496-4638-915e-f28f016c2f89,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Russian Federation
Global Register of Introduced and Invasive Species - Honduras,b41e8700-0a15-4d7d-9a47-6b718f41d368,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Honduras
Global Register of Introduced and Invasive Species - Netherlands,6e74aa5e-d156-4fd9-9299-049307da6fe8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Netherlands
Global Register of Introduced and Invasive Species - Dominican Republic,0b8ba0b8-c071-47db-85bc-3238eae7e79d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Dominican Republic
Global Register of Introduced and Invasive Species - Guatemala,423c220b-b6e7-4645-9c12-f60b07a1eb0d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Guatemala
Global Register of Introduced and Invasive Species - Iceland,82fe28e9-0b8d-485f-a54e-ae5f4051314f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Iceland
Global Register of Introduced and Invasive Species - Lebanon,100b176f-c442-4cd7-85c7-6503ee216db7,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Lebanon
Global Register of Introduced and Invasive Species - Bulgaria,d015d9e7-9eed-47c6-a0cd-62c627ad1e8b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Bulgaria
Global Register of Introduced and Invasive Species - Slovakia,1353de13-65e6-4e97-ab77-8b1830498152,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Slovakia
Global Register of Introduced and Invasive Species - South Africa,3cabcf37-db13-4dc1-9bf3-e6f3fbfbbe23,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
Global Register of Introduced and Invasive Species - Canada,b95e74e0-b772-430c-a729-9d56ce0182e2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Canada
Global Register of Introduced and Invasive Species - France,692a0aec-70e2-4038-ac9c-9a1d7acc025f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,France
Global Register of Introduced and Invasive Species - Sweden,c1a61294-6195-4055-9b22-a2e48e5e16d7,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Sweden
Global Register of Introduced and Invasive Species - United Arab Emirates,69c3d481-f867-4e34-a068-dcd79213b4b9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,United Arab Emirates
Global Register of Introduced and Invasive Species - Colombia,168568e7-eb5f-4ef6-8c59-f73ceaf57e91,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Colombia
Global Register of Introduced and Invasive Species - Federated States of Micronesia,e1459ba8-561c-4be1-9ede-c31d16c3ef87,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Federated States of Micronesia
Global Register of Introduced and Invasive Species - Afghanistan,b0fb6a53-934a-4457-b7f9-fa55dc82254b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Afghanistan
Global Register of Introduced and Invasive Species - Sudan,ddcdefb6-4fbf-40f5-b92c-d6aae132f720,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Sudan
Global Register of Introduced and Invasive Species - Saudi Arabia,d8a293b1-7e5b-483e-be40-44bf7affa034,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Saudi Arabia
Global Register of Introduced and Invasive Species - Tanzania,f681e6e8-fdaa-4a99-ac01-f8eafce9a389,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tanzania
Global Register of Introduced and Invasive Species - Malta,dfaf6b4a-43d6-4649-82c7-60f34ddf13ba,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Malta
Global Register of Introduced and Invasive Species - Italy,f6ae66a3-f267-4d03-8541-fdfa7ffc9eaf,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Italy
Global Register of Introduced and Invasive Species - Palau,f7aa0922-0923-461c-9bfb-caacc7ede5d7,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Palau
"Global Register of Introduced and Invasive Species - French Southern and Antarctic Territories (TAAF), Scattered Islands - Îles Éparses, France",dd216b75-0282-4ee3-b99a-cfd00b1c8b3f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Îles Éparses, France"
"Global Register of Introduced and Invasive Species - Ndzuwani (Anjouan), Comoros",f77acd30-c3d5-429e-8592-d277e3f4cef3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Ndzuwani (Anjouan), Comoros"
"Global Register of Introduced and Invasive Species - Mwali (Mohéli), Comoros",05539304-10a1-4ce8-a01f-693fbacf6ceb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Mwali (Mohéli), Comoros"
"Global Register of Introduced and Invasive Species - Ngazidja (Grande Comore), Comoros",ced9186d-2778-4a32-b245-7506893061bc,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Ngazidja (Grande Comore), Comoros"
Global Register of Introduced and Invasive Species- Egypt,7a9e2043-9b54-4ab8-9bb2-c95341dbee37,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Egypt
Global Register of Introduced and Invasive Species - Cuba,c42ad93c-88a8-440f-8842-118f2a1927a8,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cuba
Global Register of Introduced and Invasive Species - Seychelles,83ca3188-af12-4545-aaf4-304df32ff9d7,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
Global Register of Introduced and Invasive Species- Croatia,f82a4f7f-6f84-4b58-82e6-6b41ec9a1f49,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Croatia
Global Register of Introduced and Invasive Species - Solomon Islands,27b457b5-198a-4d84-b1a8-d4c5b3f0ce2f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Solomon Islands
Global Register of Introduced and Invasive Species -Samoa,e4942a44-e352-4113-8a49-f91a97281b1d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Samoa
Global Register of Introduced and Invasive Species - American Samoa,61e1cb71-4e14-4b36-9e4c-72db90c1210a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,American Samoa
Global Register of Introduced and Invasive Species - Tokelau,b2e5f15d-44e2-480d-b68c-c6d0627288f2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tokelau
