"Species","matched_name2","score","data_source_title"
"Terminalia cambodiana","Terminalia cambodiana",NA,"Manual validation"
"Cassia Siamea & Cassia floribunda","Cassia",0.75,"Tropicos - Missouri Botanical Garden"
"Gilbertodendron dewevrii","Gilbertiodendron dewevrei",0.75,"Tropicos - Missouri Botanical Garden"
"Staudtia camerounensis","Staudtia",0.75,"Tropicos - Missouri Botanical Garden"
"bobgunnia fistuloides","Bobgunnia fistuloides",0.988,"Tropicos - Missouri Botanical Garden"
"Cassia siamea & Cassia floribunda","Cassia",0.75,"Tropicos - Missouri Botanical Garden"
"Pentaclehtra macrophylla","Pentaclethra macrophylla",0.75,"Tropicos - Missouri Botanical Garden"
"Staudtia kamerounensis","Staudtia kamerunensis",0.75,"Tropicos - Missouri Botanical Garden"
"Quercus petraea","Quercus petraea",0.988,"Tropicos - Missouri Botanical Garden"
"Sorbus terminalis","Sorbus terminalis",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia buxifolio","Acacia buxifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Ecualyptus dives","Eucalyptus dives",0.75,"Tropicos - Missouri Botanical Garden"
"Daviesia leptopylla","Daviesia leptophylla",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus pauciflora","Eucalyptus pauciflora",0.988,"The International Plant Names Index"
"Acacia obtusifolia","Acacia obtusifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Daviesia mimosoides","Daviesia mimosoides",0.988,"The International Plant Names Index"
"Dodonaea viscosa subspecies angustissima","Dodonaea viscosa",0.988,"Tropicos - Missouri Botanical Garden"
"Dodonaea viscosa subspecies spatulata","Dodonaea viscosa",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus mellidora","Eucalyptus melliodora",0.75,"Tropicos - Missouri Botanical Garden"
"Dodonaea viscosa sub angustissima","Dodonaea viscosa",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus rossii","Eucalyptus rossii",0.988,"Tropicos - Missouri Botanical Garden"
"Leptospermum obovatum","Leptospermum obovatum",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia penninervis","Acacia penninervis",0.988,"The International Plant Names Index"
"Acacia vestita","Acacia vestita",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus goniocalyx","Eucalyptus goniocalyx",0.988,"The International Plant Names Index"
"Eucalyptus bridgesiana ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Leptospermum obovatum ","Leptospermum",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia rubida  ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia dealbata  ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia implexa  ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia melanoxylon ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia parramattensis ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Dodonaea viscosa subsp angustissima  ","Dodonaea viscosa",0.988,"Tropicos - Missouri Botanical Garden"
"Eucalyptus blakleyi  ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus macrorhyncha ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus melliodora  ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Brachychiton populneus","Brachychiton populneus",0.988,"The International Plant Names Index"
"Allocasuarina verticiallata","Allocasuarina verticillata",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia deanei ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia decora ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia doratoxylon ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia implexa ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia paradoxa ","Acacia",0.75,"Tropicos - Missouri Botanical Garden"
"Allocasuarina verticillata ","Allocasuarina",0.75,"Tropicos - Missouri Botanical Garden"
"Brachychiton populneus ","Brachychiton",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus albens ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus goniocalyx ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus polyanthemos ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus sideroxylon ","Eucalyptus",0.75,"Tropicos - Missouri Botanical Garden"
"Croton megalocapus","Croton megalocarpus",0.75,"Tropicos - Missouri Botanical Garden"
"ficus sycomorus","Ficus sycomorus",0.988,"The International Plant Names Index"
"psidium guajava","Psidium guajava",0.988,"Tropicos - Missouri Botanical Garden"
"balanites egyptica","Balanites aegyptica",0.75,"The International Plant Names Index"
"kigelia africana","Kigelia africana",0.988,"Tropicos - Missouri Botanical Garden"
"Markhamia lutea","Markhamia lutea",0.988,"Tropicos - Missouri Botanical Garden"
"Acokanthera oppositifolia","Acokanthera oppositifolia",0.988,"Tropicos - Missouri Botanical Garden"
"syzygium cumini","Syzygium cumini",0.988,"Tropicos - Missouri Botanical Garden"
"acacia gerrardii","Acacia gerrardii",0.988,"The International Plant Names Index"
"croton megalocarpus","Croton megalocarpus",0.988,"Tropicos - Missouri Botanical Garden"
"Croton megalocarpus","Croton megalocarpus",0.988,"Tropicos - Missouri Botanical Garden"
"Ficus sycomorus","Ficus sycomorus",0.988,"The International Plant Names Index"
"Ficus thonningii","Ficus thonningii",0.988,"Tropicos - Missouri Botanical Garden"
"markhamia lutea","Markhamia lutea",0.988,"Tropicos - Missouri Botanical Garden"
"croton macrostachyus","Croton macrostachyus",0.988,"Tropicos - Missouri Botanical Garden"
"cordia africana","Cordia africana",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia geradii","Acacia gerrardii",0.75,"Tropicos - Missouri Botanical Garden"
"Caesalpinia ebano","Caesalpinia ebano",0.988,"Tropicos - Missouri Botanical Garden"
"Thevetia peruviana","Thevetia peruviana",0.988,"Tropicos - Missouri Botanical Garden"
"Caesalpinia eriostachys","Caesalpinia eriostachys",0.988,"Tropicos - Missouri Botanical Garden"
"Enterolobium cyclocarpum ","Enterolobium cyclocarpum",0.988,"Tropicos - Missouri Botanical Garden"
"Anadenanthera colubrina","Anadenanthera colubrina",0.988,"The International Plant Names Index"
"Acacia falcata  ","Acacia falcata",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia floribunda  ","Acacia floribunda",0.988,"Tropicos - Missouri Botanical Garden"
"Banksia integrifolia  ","Banksia integrifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Banksia serrata  ","Banksia serrata",0.988,"Tropicos - Missouri Botanical Garden"
"banksia spinulosa  ","Banksia spinulosa",0.988,"Tropicos - Missouri Botanical Garden"
"Bursaria spinosa  ","Bursaria spinosa",0.988,"Tropicos - Missouri Botanical Garden"
"Dillwynia siberia","Dillwynia sieberi",0.75,"Tropicos - Missouri Botanical Garden"
"Indigofera australis ","Indigofera australis",0.988,"The International Plant Names Index"
"Indigofera australis","Indigofera australis",0.988,"The International Plant Names Index"
"Leptospermum polygalifolium","Leptospermum polygalifolium",0.988,"The International Plant Names Index"
"Melaleuca thymifolia","Melaleuca thymifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia myrtifolia","Acacia myrtifolia",0.988,"The International Plant Names Index"
"Acacia stricta","Acacia stricta",0.988,"The International Plant Names Index"
"Allocasurina littoralis","Allocasuarina littoralis",0.75,"Tropicos - Missouri Botanical Garden"
"Oleria argophylla ","Olearia argophylla",0.75,"The International Plant Names Index"
"Oleria lirata","Olearia lirata",0.75,"The International Plant Names Index"
"Eucalyptus baxteri","Eucalyptus baxteri",0.988,"The International Plant Names Index"
"Eucalytus dives","Eucalyptus dives",0.75,"Tropicos - Missouri Botanical Garden"
"Solunum aviculare","Solanum aviculare",0.75,"Tropicos - Missouri Botanical Garden"
"Indigofera australia","Indigofera australis",0.75,"Tropicos - Missouri Botanical Garden"
"Oleria argophylla","Olearia argophylla",0.75,"The International Plant Names Index"
"Tabebuia spp","Tabebuia",0.75,"Tropicos - Missouri Botanical Garden"
" Tabebuia rosae","Tabebuia rosea",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia rosae","Tabebuia rosea",0.75,"Tropicos - Missouri Botanical Garden"
"Pinus pinaster","Pinus pinaster",0.988,"The International Plant Names Index"
"Quercus super","Quercus suber",0.75,"Tropicos - Missouri Botanical Garden"
"Lonchocarpus capassa","Lonchocarpus capassa",0.988,"Tropicos - Missouri Botanical Garden"
"Afzelia quanzesis","Afzelia quanzensis",0.75,"Tropicos - Missouri Botanical Garden"
"Azanza garkeana","Azanza garckeana",0.75,"Tropicos - Missouri Botanical Garden"
"Senegalia polyacantha","Senegalia polyacantha",0.988,"Tropicos - Missouri Botanical Garden"
"Pseudolachnostylis maprouneifolia","Pseudolachnostylis maprouneifolia",0.988,"The International Plant Names Index"
"Erythrophleum suaveolens","Erythrophleum suaveolens",0.988,"Tropicos - Missouri Botanical Garden"
"Khaya nyasica","Khaya nyasica",0.988,"Tropicos - Missouri Botanical Garden"
"Colophospermum mopane","Colophospermum mopane",0.988,"Tropicos - Missouri Botanical Garden"
"Senegalia galpinii","Senegalia galpinii",0.988,"Tropicos - Missouri Botanical Garden"
"Sterculia  Africana","Sterculia",0.75,"The International Plant Names Index"
"Piliostigma thonningi","Piliostigma thonningii",0.75,"Tropicos - Missouri Botanical Garden"
"Brachlaena hutchinsii","Brachylaena hutchinsii",0.75,"Tropicos - Missouri Botanical Garden"
"combretum molle","Combretum molle",0.988,"Tropicos - Missouri Botanical Garden"
"Coffea arabica ","Coffea arabica",0.988,"The International Plant Names Index"
"Theobroma CACAO","Theobroma cacao",0.988,"The International Plant Names Index"
"THEOBROMA CACAO","Theobroma cacao",0.988,"The International Plant Names Index"
"Ocotea calophylla","Ocotea calophylla",0.988,"Tropicos - Missouri Botanical Garden"
"Jacaranda sp","Jacaranda",0.75,"Tropicos - Missouri Botanical Garden"
"Pseudosamanea sp","Pseudosamanea",0.75,"Tropicos - Missouri Botanical Garden"
"Platymiscium aff hebestachyum","Platymiscium",0.75,"Tropicos - Missouri Botanical Garden"
"Oenocarpus minor","Oenocarpus minor",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia billbergii","Tabebuia billbergii",0.988,"The International Plant Names Index"
"Parinari pachyphylla","Parinari pachyphylla",0.988,"Tropicos - Missouri Botanical Garden"
"Persea sp.","Persea",0.75,"Tropicos - Missouri Botanical Garden"
"Podocarpus sp.","Podocarpus",0.75,"Tropicos - Missouri Botanical Garden"
"Calliandra sp.","Calliandra",0.75,"Tropicos - Missouri Botanical Garden"
"Melicoccus sp.","Melicoccus",0.75,"Tropicos - Missouri Botanical Garden"
"Lafoensia sp.","Lafoensia",0.75,"Tropicos - Missouri Botanical Garden"
"Pachira quinata1","Pachira",0.75,"Tropicos - Missouri Botanical Garden"
"Cavanillesia platanifolia","Cavanillesia platanifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Erythrina berteroana","Erythrina berteroana",0.988,"Tropicos - Missouri Botanical Garden"
"Senna sp.","Senna",0.75,"Tropicos - Missouri Botanical Garden"
"ARECACEAE","Arecaceae",0.75,"The International Plant Names Index"
"Sterculia apelata","Sterculia apetala",0.75,"Tropicos - Missouri Botanical Garden"
"Triplaris americana","Triplaris americana",0.988,"Tropicos - Missouri Botanical Garden"
"Vismia macrophylla","Vismia macrophylla",0.988,"Tropicos - Missouri Botanical Garden"
"Platymiscium pinnatum","Platymiscium pinnatum",0.988,"Tropicos - Missouri Botanical Garden"
"Ziziphus sp","Ziziphus",0.75,"Tropicos - Missouri Botanical Garden"
"Erythrina edulis","Erythrina edulis",0.988,"Tropicos - Missouri Botanical Garden"
"Pouteria sp.","Pouteria",0.75,"Tropicos - Missouri Botanical Garden"
"Zanthoxylum sp","Zanthoxylum",0.75,"Tropicos - Missouri Botanical Garden"
"Machaerium sp.","Machaerium",0.75,"Tropicos - Missouri Botanical Garden"
"Matisia cordata","Matisia cordata",0.988,"Tropicos - Missouri Botanical Garden"
"Lafoensia sp","Lafoensia",0.75,"Tropicos - Missouri Botanical Garden"
"Caesalpinia sp.","Caesalpinia",0.75,"Tropicos - Missouri Botanical Garden"
"Peltogyne purpurea","Peltogyne purpurea",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia chrysea","Tabebuia chrysea",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium sp","Syzygium",0.75,"Tropicos - Missouri Botanical Garden"
"Nectandra sp3","Nectandra",0.75,"Tropicos - Missouri Botanical Garden"
"Croton malambo","Croton malambo",0.988,"Tropicos - Missouri Botanical Garden"
"Arecaceae","Arecaceae",0.75,"The International Plant Names Index"
"Clusia sp.","Clusia",0.75,"Tropicos - Missouri Botanical Garden"
"Maclura tinctoria","Maclura tinctoria",0.988,"The International Plant Names Index"
"Comocladia macrophylla","Comocladia macrophylla",0.988,"Tropicos - Missouri Botanical Garden"
"Hintonia latiflora","Hintonia latiflora",0.988,"Tropicos - Missouri Botanical Garden"
"Bursera graveolens","Bursera graveolens",0.988,"The International Plant Names Index"
"Pereskiopsis rotundifolia","Pereskiopsis rotundifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Dendropanax arboreus","Dendropanax arboreus",0.988,"Tropicos - Missouri Botanical Garden"
"Cordia dentata","Cordia dentata",0.988,"Tropicos - Missouri Botanical Garden"
"Senna alata","Senna alata",0.988,"Tropicos - Missouri Botanical Garden"
"Pithecellobium dulce","Pithecellobium dulce",0.988,"Tropicos - Missouri Botanical Garden"
"Leucaena lanceolata","Leucaena lanceolata",0.988,"The International Plant Names Index"
"Crateva tapia","Crateva tapia",0.988,"The International Plant Names Index"
"COFFEA ARABICA","Coffea arabica",0.988,"The International Plant Names Index"
"Cedrela mexicana","Cedrela mexicana",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus suber","Quercus suber",0.988,"The International Plant Names Index"
"theobroma cacao","Theobroma cacao",0.988,"The International Plant Names Index"
"Loncocarpus capassa","Lonchocarpus capassa",0.75,"Tropicos - Missouri Botanical Garden"
"Azanza garckeana","Azanza garckeana",0.988,"Tropicos - Missouri Botanical Garden"
"Cordyla africana","Cordyla africana",0.988,"Tropicos - Missouri Botanical Garden"
"croton megalocapus","Croton megalocarpus",0.75,"Tropicos - Missouri Botanical Garden"
"acokanthera oppositifolia","Acokanthera oppositifolia",0.988,"Tropicos - Missouri Botanical Garden"
"acacia mellifera","Acacia mellifera",0.988,"Tropicos - Missouri Botanical Garden"
"balanites egyptiaca","Balanites aegyptiaca",0.75,"Tropicos - Missouri Botanical Garden"
"melia","Melia",0.75,"The International Plant Names Index"
"cassia floribunda","Cassia floribunda",0.988,"The International Plant Names Index"
"Gilbertiodendron dewevrii","Gilbertiodendron dewevrei",0.75,"Tropicos - Missouri Botanical Garden"
"Pentaclehtra macrophilla","Pentaclethra macrophylla",0.75,"Tropicos - Missouri Botanical Garden"
"treculia africana","Treculia africana",0.988,"The International Plant Names Index"
"Autronella congolensis","Autranella congolensis",0.75,"Tropicos - Missouri Botanical Garden"
"Afzelia bignioides","Afzelia",0.75,"Tropicos - Missouri Botanical Garden"
"Oenocarpus bacaba","Oenocarpus bacaba",0.988,"The International Plant Names Index"
"Eremanthus erythropappus","Eremanthus erythropappus",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia donnel-smithii","Tabebuia donnell-smithii",0.75,"Tropicos - Missouri Botanical Garden"
"Nauclia dideritchii","Nauclea diderrichii",0.75,"Tropicos - Missouri Botanical Garden"
"Hevea brasileinsis","Hevea brasiliensis",0.75,"Tropicos - Missouri Botanical Garden"
"Treculia africana","Treculia africana",0.988,"The International Plant Names Index"
"Gilberiodendron dewevrii","Gilbertiodendron dewevrei",0.75,"Tropicos - Missouri Botanical Garden"
"Paracrolobium coeroleum","Paramacrolobium coeruleum",0.75,"Tropicos - Missouri Botanical Garden"
"Guibourtha demeusii","Guibourtia demeusei",0.75,"Tropicos - Missouri Botanical Garden"
"Prioria  balsamifera","Prioria balsamifera",0.988,"Tropicos - Missouri Botanical Garden"
"Hevea brasilieinsis","Hevea brasiliensis",0.75,"Tropicos - Missouri Botanical Garden"
"Pachyra aquatica","Pachira aquatica",0.75,"Tropicos - Missouri Botanical Garden"
"Paramacrolobium ","Paramacrolobium",0.75,"Tropicos - Missouri Botanical Garden"
"Combretum molle","Combretum molle",0.988,"Tropicos - Missouri Botanical Garden"
"Dipteryx guianensis","Dipteryx",0.75,"Tropicos - Missouri Botanical Garden"
"Pentaclethra macrophilla","Pentaclethra macrophylla",0.75,"Tropicos - Missouri Botanical Garden"
"Prioria oxophilla","Prioria oxyphylla",0.75,"Tropicos - Missouri Botanical Garden"
"Entandrophragma cilindricum","Entandrophragma cylindricum",0.75,"Tropicos - Missouri Botanical Garden"
"Cassia siamea & floribunda","Cassia siamea",0.988,"Tropicos - Missouri Botanical Garden"
"Afzelia bipidoides","Afzelia",0.75,"Tropicos - Missouri Botanical Garden"
"Hevea braseliensis","Hevea brasiliensis",0.75,"Tropicos - Missouri Botanical Garden"
"entandrophragma candelei","Entandrophragma candollei",0.75,"Tropicos - Missouri Botanical Garden"
"Couma utilis","Couma utilis",0.988,"Tropicos - Missouri Botanical Garden"
"Dipteryx odorata","Dipteryx odorata",0.988,"Tropicos - Missouri Botanical Garden"
"Mezilaurus itauba","Mezilaurus itauba",0.988,"Tropicos - Missouri Botanical Garden"
"Oenocarpus bataua","Oenocarpus bataua",0.988,"Tropicos - Missouri Botanical Garden"
"Parkia pendula","Parkia pendula",0.988,"Tropicos - Missouri Botanical Garden"
"Pouteria macrophylla","Pouteria macrophylla",0.988,"Tropicos - Missouri Botanical Garden"
"Simarouba amara","Simarouba amara",0.988,"The International Plant Names Index"
"Copaifera langsdorffii","Copaifera langsdorffii",0.988,"Tropicos - Missouri Botanical Garden"
"Enterolobium maximum","Enterolobium maximum",0.988,"Tropicos - Missouri Botanical Garden"
"Piptadenia gonoacantha","Piptadenia gonoacantha",0.988,"Tropicos - Missouri Botanical Garden"
"Theobroma speciosum","Theobroma speciosum",0.988,"Tropicos - Missouri Botanical Garden"
"Vanilla","Vanilla",0.75,"Tropicos - Missouri Botanical Garden"
"Arbustus unedo","Arbutus unedo",0.75,"Tropicos - Missouri Botanical Garden"
"Cajanus","Cajanus",0.75,"The International Plant Names Index"
"Dombeya","Dombeya",0.75,"The International Plant Names Index"
"Abrahamia ditimena","Abrahamia ditimena",0.988,"Tropicos - Missouri Botanical Garden"
"Pittosporum","Pittosporum",0.75,"The International Plant Names Index"
"Tarenna","Tarenna",0.75,"The International Plant Names Index"
"Dombeya sp.","Dombeya",0.75,"Tropicos - Missouri Botanical Garden"
"Phyllarthron","Phyllarthron",0.75,"Tropicos - Missouri Botanical Garden"
"Dodonaea madagascariensis","Dodonaea madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Nuxia capitata Bocker","Nuxia capitata",0.997,"Tropicos - Missouri Botanical Garden"
"trachylobium","Trachylobium",0.75,"The International Plant Names Index"
"Coffea ","Coffea",0.75,"The International Plant Names Index"
"Pachytrophe obovata ","Pachytrophe",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias ","Spondias",0.75,"The International Plant Names Index"
"TRACHYLOBIUM","Trachylobium",0.75,"The International Plant Names Index"
"Euphorbia tetraptera","Euphorbia tetraptera",0.988,"Tropicos - Missouri Botanical Garden"
"Dalbergia spp","Dalbergia",0.75,"Tropicos - Missouri Botanical Garden"
"Ilex mitis","Ilex mitis",0.988,"Tropicos - Missouri Botanical Garden"
"Inga edulis Mart.","Inga edulis",0.999,"Tropicos - Missouri Botanical Garden"
"Inga cylindrica (Vell.) Mart.","Inga cylindrica",0.999,"Tropicos - Missouri Botanical Garden"
"Bauhinia forficata Links","Bauhinia forficata",0.997,"Tropicos - Missouri Botanical Garden"
"Mimosa caesalpiniifolia Benth.","Mimosa caesalpiniifolia",0.999,"Tropicos - Missouri Botanical Garden"
"Andira legalis (Vell.) Toledo","Andira legalis",0.999,"Tropicos - Missouri Botanical Garden"
"Anadenanthera colubrina (Vell.) Brenan","Anadenanthera colubrina",0.999,"Tropicos - Missouri Botanical Garden"
"Manilkara bidentata","Manilkara bidentata",0.988,"The International Plant Names Index"
"Psidium rufum DC","Psidium rufum",0.997,"Tropicos - Missouri Botanical Garden"
"Aniba firmula (Ness. & Mart.) Mez","Aniba firmula",0.997,"Tropicos - Missouri Botanical Garden"
"Jacaranda micrantha Cham.","Jacaranda micrantha",0.999,"Tropicos - Missouri Botanical Garden"
"Micropholis venulosa (Mart. & Eichler) Pierre","Micropholis venulosa",0.999,"Tropicos - Missouri Botanical Garden"
"Cecropia hololeuca Miq.","Cecropia hololeuca",0.999,"Tropicos - Missouri Botanical Garden"
"Maytenus ilicifolia","Maytenus ilicifolia",0.988,"The International Plant Names Index"
"Senna sp","Senna",0.75,"Tropicos - Missouri Botanical Garden"
"Alchornea sidifolia","Alchornea sidifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Calophylum brasiliensis Camb.","Calophyllum brasiliense",0.96,"Tropicos - Missouri Botanical Garden"
"Tabebuia impetiginosa (Mart..ex Cond.) Standl.","Tabebuia impetiginosa",0.997,"Tropicos - Missouri Botanical Garden"
"Swartzia langsdorffii","Swartzia langsdorffii",0.988,"Tropicos - Missouri Botanical Garden"
"Genipa americana L.","Genipa americana",0.999,"Tropicos - Missouri Botanical Garden"
"Cariniana estrellensis (Raddi) Kuntze","Cariniana estrellensis",0.999,"Tropicos - Missouri Botanical Garden"
"Jaracatia spinosa (Aubl.) A. DC.","Jaracatia spinosa",0.997,"The International Plant Names Index"
"Guapira opposita Vell.","Guapira opposita",0.997,"Tropicos - Missouri Botanical Garden"
"Lecythis pisonis Camb.","Lecythis pisonis",0.997,"Tropicos - Missouri Botanical Garden"
"Acnistus arborescens","Acnistus arborescens",0.988,"Tropicos - Missouri Botanical Garden"
"Citarexylum myrianthum","Citharexylum myrianthum",0.75,"Tropicos - Missouri Botanical Garden"
"Bauhinia forticata","Bauhinia forficata",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias mombim","Spondias mombin",0.75,"Tropicos - Missouri Botanical Garden"
"Acer saccharum","Acer saccharum",0.988,"The International Plant Names Index"
"Carya ovata","Carya ovata",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus prinus","Quercus prinus",0.988,"The International Plant Names Index"
"Carya tomentosa","Carya tomentosa",0.988,"The International Plant Names Index"
"Diospyros virginiana","Diospyros virginiana",0.988,"The International Plant Names Index"
"Betula lenta","Betula lenta",0.988,"The International Plant Names Index"
"Celtis occidentalis","Celtis occidentalis",0.988,"The International Plant Names Index"
"Morus rubra","Morus rubra",0.988,"The International Plant Names Index"
"Malus coronaria","Malus coronaria",0.988,"Tropicos - Missouri Botanical Garden"
"Corylus avellana","Corylus avellana",0.988,"The International Plant Names Index"
"Cornus racemosa","Cornus racemosa",0.988,"The International Plant Names Index"
"Cola Coche","Cola",0.75,"Tropicos - Missouri Botanical Garden"
"Cola de Coche","Cola",0.75,"Tropicos - Missouri Botanical Garden"
"cola de coche","Cola",0.75,"Tropicos - Missouri Botanical Garden"
"Crotron megalocarpus","Croton megalocarpus",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis L","Citrus sinensis",0.997,"Tropicos - Missouri Botanical Garden"
"Schinus terebentifolius","Schinus terebinthifolius",0.75,"Tropicos - Missouri Botanical Garden"
"Puteria torta","Pouteria torta",0.75,"Tropicos - Missouri Botanical Garden"
"Anadenanthera eregrina","Anadenanthera peregrina",0.75,"Tropicos - Missouri Botanical Garden"
"Copaifera langsdorffii Desf.","Copaifera langsdorffii",0.999,"Tropicos - Missouri Botanical Garden"
"Euterpe edulis","Euterpe edulis",0.988,"The International Plant Names Index"
"Mimosa bimucronata","Mimosa bimucronata",0.988,"Tropicos - Missouri Botanical Garden"
"Triplaris amaericana","Triplaris americana",0.75,"Tropicos - Missouri Botanical Garden"
"Amburana cearensis","Amburana cearensis",0.988,"Tropicos - Missouri Botanical Garden"
"Copaiba	(Copaifera langsdorffii Desf.)","Copaiba",0.75,"The International Plant Names Index"
"Ingá cipó (Inga edulis)","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Ingá mirim (Inga marginata)","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Ingá amarelo	(Inga laurina)","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Maricá	(Mimosa bimucronata)","Marica",0.75,"Tropicos - Missouri Botanical Garden"
"Cajanus cajan","Cajanus cajan",0.988,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis L.","Citrus sinensis",0.997,"Tropicos - Missouri Botanical Garden"
"Copaiba (Copaifera langsdorffii Desf.)","Copaiba",0.75,"Tropicos - Missouri Botanical Garden"
"Ingá amarelo (Inga laurina)","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Maricá (Mimosa bimucronata)","Marica",0.75,"Tropicos - Missouri Botanical Garden"
"Peltophorum dubium (Spreng.) Taub","Peltophorum dubium",0.997,"Tropicos - Missouri Botanical Garden"
"Oenocarpus bacaba Mart.","Oenocarpus bacaba",0.999,"Tropicos - Missouri Botanical Garden"
"Pouteria caimito (Ruiz & Pav.) Radlk.","Pouteria",0.75,"Tropicos - Missouri Botanical Garden"
"Euterpe precatoria Mart.","Euterpe precatoria",0.999,"Tropicos - Missouri Botanical Garden"
"Cochlospermum vitifolium (Wild.) Spreng","Cochlospermum vitifolium",0.997,"Tropicos - Missouri Botanical Garden"
"Parahancornia fasciculata (Poir.) Benoist","Parahancornia fasciculata",0.999,"Tropicos - Missouri Botanical Garden"
"Carapa guianensis Aubl.","Carapa guianensis",0.999,"Tropicos - Missouri Botanical Garden"
"Hymenolobium petreum Ducke","Hymenolobium petraeum",0.96,"Tropicos - Missouri Botanical Garden"
"Parkia pendula (Willd.) Benth. ex Walp.","Parkia pendula",0.999,"Tropicos - Missouri Botanical Garden"
"Anadenanthera peregrina (L.) Speg.","Anadenanthera peregrina",0.999,"Tropicos - Missouri Botanical Garden"
"Eugenia stipitata McVaugh","Eugenia stipitata",0.999,"Tropicos - Missouri Botanical Garden"
"Macrolobium acaciifolium Benth.","Macrolobium acaciifolium",0.997,"Tropicos - Missouri Botanical Garden"
"Astronium urundeuva (M. Allemão) Engl.","Astronium urundeuva",0.997,"The International Plant Names Index"
"Garcinia gardneriana (Planch.& Triana) Zappi","Garcinia gardneriana",0.997,"Tropicos - Missouri Botanical Garden"
"Garcinia macrophylla Mart.","Garcinia macrophylla",0.999,"Tropicos - Missouri Botanical Garden"
"Annona mucosa Jacq.","Annona mucosa",0.999,"Tropicos - Missouri Botanical Garden"
"Protium heptaphyllum (Aulbl) March.","Protium heptaphyllum",0.997,"Tropicos - Missouri Botanical Garden"
"Trattinickia rhoifolia Willd.","Trattinnickia rhoifolia",0.96,"Tropicos - Missouri Botanical Garden"
"Mauritia flexuosa L.f.","Mauritia flexuosa",0.999,"The International Plant Names Index"
"Theobrama speciosum Willd ex spreng.","Theobroma speciosum",0.75,"Tropicos - Missouri Botanical Garden"
"Toulicia guianensis Aub.","Toulicia guianensis",0.997,"Tropicos - Missouri Botanical Garden"
"Simarouba amara Aub.","Simarouba amara",0.997,"Tropicos - Missouri Botanical Garden"
"Myrciaria dubia (Kunth) McVaugh","Myrciaria dubia",0.999,"Tropicos - Missouri Botanical Garden"
"Nectandra megapotamica","Nectandra megapotamica",0.988,"Tropicos - Missouri Botanical Garden"
"Jacarandar copaia (Aubl.) D. Don","Jacaranda copaia",0.96,"Tropicos - Missouri Botanical Garden"
"Bertholletia excelsa Bonpl.","Bertholletia excelsa",0.999,"Tropicos - Missouri Botanical Garden"
