"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Priora balsamifera","planted",9,"<10cm planted","96","8.6","DRC","Faja Lobi","Restoration","Restoration","30x30",3295,674,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Guibourtia demeusei","planted",7,"<10cm planted","96","8.6","DRC","Faja Lobi","Restoration","Restoration","30x30",3296,674,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Cassia floribunda","planted",22,"<10cm planted","96","8.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3299,675,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Maesopsis eminii","planted",18,"<10cm planted","96","8.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3300,675,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Miletia laurentii","planted",12,"<10cm planted","96","8.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3301,675,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Guibourtia demeusei","planted",8,"<10cm planted","96","8.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3304,676,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Priora balsamifera","planted",5,"<10cm planted","96","8.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3305,676,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Pentaclethra macrophylla","planted",11,"<10cm planted","96","8.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3306,676,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Hévéa brasiliensis","planted",13,"<10cm planted","96","8.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3307,676,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Cassia floribunda","planted",11,"<10cm planted","96","8.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3309,677,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Uapaca mole","planted",13,"<10cm planted","96","8.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3310,677,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Hévéa brasiliensis","planted",13,"<10cm planted","96","8.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3311,677,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Pentaclethra macrophylla","planted",12,"<10cm planted","96","8.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3312,677,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Pericopsis elata","planted",8,"<10cm planted","96","8.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3313,677,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Milletia laurentii","planted",18,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3314,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Pentaclenthra macrophyla","planted",11,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3315,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Uapaca Molé","planted",9,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3316,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Canarium scheinfurtii","planted",7,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3317,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Dialum pachyphyllum","planted",6,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3318,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia siamea","planted",5,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3319,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Cassia floribunda","planted",2,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3320,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","96","B5.5","DRC","Faja Lobi","Restoration","Restoration","30x30",3321,678,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5x3","Y0"
"Maesopsis eminii","planted",15,"<10cm planted","96","8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3324,679,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Miletia laurentii","planted",13,"<10cm planted","96","8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3325,679,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Cassia siamea","planted",12,"<10cm planted","96","8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3326,679,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Cassia floribunda","planted",14,"<10cm planted","96","8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3327,679,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5*3","Y0"
"Hevea brasilensis","planted",8,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3330,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",14,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3331,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",11,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3332,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia floribunda","planted",7,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3333,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Guibourtia demeusei","planted",5,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3334,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","95","1.2.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3335,682,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Pentaclethra macrophylla","planted",16,"<10cm planted","95","1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3336,683,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",8,"<10cm planted","95","1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3337,683,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia floribunda","planted",4,"<10cm planted","95","1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3339,683,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasilensis","planted",8,"<10cm planted","95","1.2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3340,683,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",4,"<10cm planted","95","1.4.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3341,684,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",7,"<10cm planted","95","1.4.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3342,684,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",12,"<10cm planted","95","1.4.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3343,684,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",9,"<10cm planted","95","1.4.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3344,684,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",16,"<10cm planted","95","1.4.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3345,684,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensi","planted",12,"<10cm planted","95","Placette manuel 1","DRC","Faja Lobi","Restoration","Restoration","30x30",3346,685,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Milletia laurentii","planted",8,"<10cm planted","95","Placette manuel 1","DRC","Faja Lobi","Restoration","Restoration","30x30",3347,685,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Pentaclethra macrophylla","planted",5,"<10cm planted","95","Placette manuel 1","DRC","Faja Lobi","Restoration","Restoration","30x30",3348,685,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Piptodeniastrum","planted",3,"<10cm planted","95","Placette manuel 1","DRC","Faja Lobi","Restoration","Restoration","30x30",3349,685,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2,5","Y0"
"Pentaclethra macrophylla","planted",7,"<10cm planted","95","Placette manuel 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3350,686,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",11,"<10cm planted","95","Placette manuel 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3351,686,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasiliensis","planted",9,"<10cm planted","95","Placette manuel 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3352,686,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",3,"<10cm planted","95","Placette manuel 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3353,686,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Piptodeniastrum africanum","planted",3,"<10cm planted","95","Placette manuel 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3354,686,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",3,"<10cm planted","95","Manuelle 3","DRC","Faja Lobi","Restoration","Restoration","30x30",3355,687,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Onkoba welwetshi","planted",2,"<10cm planted","95","Manuelle 3","DRC","Faja Lobi","Restoration","Restoration","30x30",3357,687,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Penyacletra macrophylla","planted",11,"<10cm planted","95","Manuelle 3","DRC","Faja Lobi","Restoration","Restoration","30x30",3358,687,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",3,"<10cm planted","95","Manuelle 3","DRC","Faja Lobi","Restoration","Restoration","30x30",3360,687,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia excelsa","planted",4,"<10cm planted","95","Manuelle 3","DRC","Faja Lobi","Restoration","Restoration","30x30",3361,687,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia floribunda","planted",3,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3362,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Pentaclethra macrophylla","planted",8,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3364,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",6,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3365,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasilensis","planted",10,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3366,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Marsopsis eminii","planted",5,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3367,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Prioria balsamifera","planted",2,"<10cm planted","95","Manuelle 4","DRC","Faja Lobi","Restoration","Restoration","30x30",3368,688,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasiliensis","planted",10,"<10cm planted","95","Manuelle 5","DRC","Faja Lobi","Restoration","Restoration","30x30",3369,689,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Guibourtia demeusei","planted",7,"<10cm planted","95","Manuelle 5","DRC","Faja Lobi","Restoration","Restoration","30x30",3370,689,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",3,"<10cm planted","95","Manuelle 5","DRC","Faja Lobi","Restoration","Restoration","30x30",3371,689,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia floribunda","planted",4,"<10cm planted","95","Manuelle 5","DRC","Faja Lobi","Restoration","Restoration","30x30",3372,689,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Pentaclethra macrophylla","planted",7,"<10cm planted","95","Manuelle 5","DRC","Faja Lobi","Restoration","Restoration","30x30",3373,689,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",5,"<10cm planted","95","Manuelle 6","DRC","Faja Lobi","Restoration","Restoration","30x30",3375,690,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Guibourtia demeusei","planted",5,"<10cm planted","95","Manuelle 6","DRC","Faja Lobi","Restoration","Restoration","30x30",3376,690,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",3,"<10cm planted","95","Manuelle 6","DRC","Faja Lobi","Restoration","Restoration","30x30",3378,690,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia siamea","planted",7,"<10cm planted","95","Manuelle7","DRC","Faja Lobi","Restoration","Restoration","30x30",3379,691,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasiliensis","planted",3,"<10cm planted","95","Manuelle7","DRC","Faja Lobi","Restoration","Restoration","30x30",3380,691,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",5,"<10cm planted","95","Manuelle7","DRC","Faja Lobi","Restoration","Restoration","30x30",3381,691,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Piptodeniastrum africanum","planted",11,"<10cm planted","95","Manuelle7","DRC","Faja Lobi","Restoration","Restoration","30x30",3383,691,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Hevea brasiliensis","planted",9,"<10cm planted","95","Manuelle 8","DRC","Faja Lobi","Restoration","Restoration","30x30",3385,692,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Guibourtia demeusei","planted",5,"<10cm planted","95","Manuelle 8","DRC","Faja Lobi","Restoration","Restoration","30x30",3387,692,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Milletia laurentii","planted",7,"<10cm planted","95","Placette manuelle 9","DRC","Faja Lobi","Restoration","Restoration","30x30",3390,693,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",7,"<10cm planted","95","Placette manuelle 9","DRC","Faja Lobi","Restoration","Restoration","30x30",3391,693,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",14,"<10cm planted","95","Placette manuelle 9","DRC","Faja Lobi","Restoration","Restoration","30x30",3392,693,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Guibourtia demeusei","planted",8,"<10cm planted","95","Placette manuelle 9","DRC","Faja Lobi","Restoration","Restoration","30x30",3393,693,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",11,"<10cm planted","95","5.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3394,694,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",13,"<10cm planted","95","5.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3395,694,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",10,"<10cm planted","95","5.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3396,694,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",10,"<10cm planted","95","5.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3397,694,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",7,"<10cm planted","95","5.8","DRC","Faja Lobi","Restoration","Restoration","30x30",3398,694,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentacletra macrophylla","planted",7,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3400,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",4,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3401,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",15,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3402,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",7,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3403,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",11,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3404,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",9,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3405,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",5,"<10cm planted","95","5.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3406,695,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",12,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3408,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinodendron heudoletii","planted",9,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3409,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassiz siamea","planted",8,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3410,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",11,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3411,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",7,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3412,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Piptodeniastrum africanum","planted",13,"<10cm planted","95","5. 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3413,696,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Guinourtia demeusei","planted",4,"<10cm planted","95","6.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3414,697,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",7,"<10cm planted","95","6.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3415,697,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",10,"<10cm planted","95","6.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3416,697,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",11,"<10cm planted","95","6.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3417,697,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Piptodeniastrum africanum","planted",15,"<10cm planted","95","6.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3418,697,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",13,"<10cm planted","95","6.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3419,698,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",17,"<10cm planted","95","6.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3420,698,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Piptodeniastrum africanum","planted",16,"<10cm planted","95","6.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3421,698,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",22,"<10cm planted","95","6.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3422,698,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Miletia laurentii","planted",12,"<10cm planted","95","6.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3423,698,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",10,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3424,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia excelsa","planted",7,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3425,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",8,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3426,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Recinondendron heudoletii","planted",15,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3427,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Piptodenuastrum africanum","planted",17,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3428,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",25,"<10cm planted","95","Is 9.9","DRC","Faja Lobi","Restoration","Restoration","30x30",3429,699,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",12,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3430,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinodendron heudoleti","planted",9,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3431,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesipsis eminii","planted",18,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3432,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",15,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3433,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Recinondendron heudoletii","planted",11,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3434,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Uapaca mole","planted",11,"<10cm planted","95","9.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3435,700,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Ricinodendron heudoletii","planted",14,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3436,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",15,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3437,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia floribunda","planted",11,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3438,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Miletia laurentii","planted",11,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3439,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",19,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3440,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Piptodeniastrum africanum","planted",13,"<10cm planted","95","Is 8.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3441,701,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassia siamea","planted",10,"<10cm planted","95","1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3442,702,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Cassia floribunda","planted",14,"<10cm planted","95","1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3443,702,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Rinondendron heudoletii","planted",3,"<10cm planted","95","1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3444,702,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Uapaca mole","planted",2,"<10cm planted","95","1.2.10","DRC","Faja Lobi","Restoration","Restoration","30x30",3448,702,"main","Normal_30x30_2",NA,"Permanent","0","0","3×2.5","Y0"
"Pentaclethra macrophylla","planted",13,"<10cm planted","95","Placette manuelle 10","DRC","Faja Lobi","Restoration","Restoration","30x30",3452,703,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Hevea brasiliensis","planted",14,"<10cm planted","95","5.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3454,704,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Maesopsis eminii","planted",6,"<10cm planted","95","5.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3455,704,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Cassiasiamea","planted",7,"<10cm planted","95","5.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3456,704,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Milletia laurentii","planted",8,"<10cm planted","95","5.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3457,704,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentaclethra macrophylla","planted",16,"<10cm planted","95","5.7","DRC","Faja Lobi","Restoration","Restoration","30x30",3458,704,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Casia siamea","planted",17,"<10cm planted","95","3","DRC","Faja Lobi","Restoration","Restoration","30x30",3459,705,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Pentacletra macrophilla","planted",22,"<10cm planted","95","3","DRC","Faja Lobi","Restoration","Restoration","30x30",3460,705,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
"Millitia laurentii","planted",15,"<10cm planted","95","3","DRC","Faja Lobi","Restoration","Restoration","30x30",3461,705,"main","Normal_30x30_2",NA,"Permanent","0","0","2.5×3","Y0"
