"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Amadese","1763","S0020MP14","Restoration","Restoration","WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-17.6889685 48.610063 921.7 4.92",-17.6889685,48.610063,921.7,4.92,"POINT (48.610063 -17.6889685 921.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1788","S0045MP11","Restoration","Restoration","WGS 84","-17.6595329 48.6287232 1021.45556640625 4.716",-17.6595329,48.6287232,1021.45556640625,4.716,"POINT (48.6287232 -17.6595329 1021.45556640625)","-17.6598246 48.6286652 1024.4630126953125 4.972",-17.6598246,48.6286652,1024.46301269531,4.972,"POINT (48.6286652 -17.6598246 1024.4630126953125)","-17.6597556 48.6283852 1020.809326171875 4.824",-17.6597556,48.6283852,1020.80932617188,4.824,"POINT (48.6283852 -17.6597556 1020.809326171875)","-17.659469 48.6284328 1018.9036865234375 4.824",-17.659469,48.6284328,1018.90368652344,4.824,"POINT (48.6284328 -17.659469 1018.9036865234375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6597216,48.6284684,1020.56713867188,4.824,"-17.6597216 48.6284684 1020.567138671875 4.824",NA,NA,NA,NA,NA,"POINT (48.6284684 -17.6597216 1020.567138671875)",NA
"Amadese","1763","S0020MP15","Restoration","Restoration","WGS84","-17.6885649 48.6095667 963.8 4.983",-17.6885649,48.6095667,963.8,4.983,"POINT (48.6095667 -17.6885649 963.8)","-17.6885982 48.6097248 963.6 4.9",-17.6885982,48.6097248,963.6,4.9,"POINT (48.6097248 -17.6885982 963.6)","-17.6888177 48.6098477 963.6 4.76",-17.6888177,48.6098477,963.6,4.76,"POINT (48.6098477 -17.6888177 963.6)","-17.6887793 48.6094926 963.5 4.98",-17.6887793,48.6094926,963.5,4.98,"POINT (48.6094926 -17.6887793 963.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6888877,48.609608,963.7,4.76,"-17.6888877 48.609608 963.7 4.76",NA,NA,NA,NA,NA,"POINT (48.609608 -17.6888877 963.7)",NA
"Amadese","1794","S0051MP44","Restoration","Restoration","WGS84","-17.6709236 48.6489137 1065.9094093621693 4.645",-17.6709236,48.6489137,1065.90940936217,4.645,"POINT (48.6489137 -17.6709236 1065.9094093621693)","-17.6709993 48.6491249 1059.1874744607221 4.931",-17.6709993,48.6491249,1059.18747446072,4.931,"POINT (48.6491249 -17.6709993 1059.1874744607221)","-17.671284 48.6491251 1062.0 4.288",-17.671284,48.6491251,1062,4.288,"POINT (48.6491251 -17.671284 1062.0)","-17.6711852 48.6488379 1063.0 4.466",-17.6711852,48.6488379,1063,4.466,"POINT (48.6488379 -17.6711852 1063.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6711831,48.6488561,1064.62083339717,4.931,"-17.6711831 48.6488561 1064.620833397169 4.931",NA,NA,NA,NA,NA,"POINT (48.6488561 -17.6711831 1064.620833397169)",NA
"Amadese","1794","S0051MP48","Restoration","Restoration","WGS48","-17.6709832 48.6472178 1072.0 4.466",-17.6709832,48.6472178,1072,4.466,"POINT (48.6472178 -17.6709832 1072.0)","-17.6712621 48.6471995 1091.0 4.983",-17.6712621,48.6471995,1091,4.983,"POINT (48.6471995 -17.6712621 1091.0)","-17.6712679 48.6469114 1099.0 4.9",-17.6712679,48.6469114,1099,4.9,"POINT (48.6469114 -17.6712679 1099.0)","-17.6710251 48.6469389 1086.0 3.9",-17.6710251,48.6469389,1086,3.9,"POINT (48.6469389 -17.6710251 1086.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6712085,48.6470033,1093,4.84,"-17.6712085 48.6470033 1093.0 4.84",NA,NA,NA,NA,NA,"POINT (48.6470033 -17.6712085 1093.0)",NA
"Amadese","1788","S0045MP8","Restoration","Restoration","WGS84","-17.6606117 48.6296503 1031.23486328125 4.824",-17.6606117,48.6296503,1031.23486328125,4.824,"POINT (48.6296503 -17.6606117 1031.23486328125)","-17.6608573 48.6296053 1017.859375 4.824",-17.6608573,48.6296053,1017.859375,4.824,"POINT (48.6296053 -17.6608573 1017.859375)","-17.6608644 48.6293034 1014.243896484375 4.931",-17.6608644,48.6293034,1014.24389648438,4.931,"POINT (48.6293034 -17.6608644 1014.243896484375)","-17.6605942 48.6292771 1015.205322265625 4.716",-17.6605942,48.6292771,1015.20532226562,4.716,"POINT (48.6292771 -17.6605942 1015.205322265625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.66084,48.6293398,1010.8544921875,4.824,"-17.66084 48.6293398 1010.8544921875 4.824",NA,NA,NA,NA,NA,"POINT (48.6293398 -17.66084 1010.8544921875)",NA
"Amadese","1763","S0020 MP16","Restoration","Restoration","WGS84","-17.6858682 48.6107615 975.3 4.9",-17.6858682,48.6107615,975.3,4.9,"POINT (48.6107615 -17.6858682 975.3)","-17.685908 48.6110362 975.7 4.933",-17.685908,48.6110362,975.7,4.933,"POINT (48.6110362 -17.685908 975.7)","-17.6861278 48.6109479 975.8 4.96",-17.6861278,48.6109479,975.8,4.96,"POINT (48.6109479 -17.6861278 975.8)","-17.6861269 48.6106186 975.8 4.94",-17.6861269,48.6106186,975.8,4.94,"POINT (48.6106186 -17.6861269 975.8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6860418,48.6107566,975.5,4.86,"-17.6860418 48.6107566 975.5 4.86",NA,NA,NA,NA,NA,"POINT (48.6107566 -17.6860418 975.5)",NA
"Amadese","1789","S0046MP2","Restoration","Restoration","WGS84","-17.6689789 48.6328726 1002.865135169588 4.9",-17.6689789,48.6328726,1002.86513516959,4.9,"POINT (48.6328726 -17.6689789 1002.865135169588)","-17.6692973 48.6328052 983.3389971163124 4.9",-17.6692973,48.6328052,983.338997116312,4.9,"POINT (48.6328052 -17.6692973 983.3389971163124)","-17.6692803 48.6325604 978.8441583765671 4.9",-17.6692803,48.6325604,978.844158376567,4.9,"POINT (48.6325604 -17.6692803 978.8441583765671)","-17.6690165 48.6326208 983.6303220791742 4.9",-17.6690165,48.6326208,983.630322079174,4.9,"POINT (48.6326208 -17.6690165 983.6303220791742)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.669241,48.6326196,983.344583435915,4.9,"-17.669241 48.6326196 983.3445834359154 4.9",NA,NA,NA,NA,NA,"POINT (48.6326196 -17.669241 983.3445834359154)",NA
"Amadese","1763","S0020MP17","Restoration","Restoration","WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-17.685655 48.6095879 969.7 5.0",-17.685655,48.6095879,969.7,5,"POINT (48.6095879 -17.685655 969.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1788","S0045MP4","Restoration","Restoration","WGS84","-17.6600155 48.6315475 1053.3843994140625 4.824",-17.6600155,48.6315475,1053.38439941406,4.824,"POINT (48.6315475 -17.6600155 1053.3843994140625)","-17.6603099 48.6315301 1017.231689453125 4.99",-17.6603099,48.6315301,1017.23168945312,4.99,"POINT (48.6315301 -17.6603099 1017.231689453125)","-17.6603321 48.631258 1044.3707275390625 4.662",-17.6603321,48.631258,1044.37072753906,4.662,"POINT (48.631258 -17.6603321 1044.3707275390625)","-17.6603189 48.6312609 1047.9810791015625 4.466",-17.6603189,48.6312609,1047.98107910156,4.466,"POINT (48.6312609 -17.6603189 1047.9810791015625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6602694,48.6313421,1039.6533203125,4.857,"-17.6602694 48.6313421 1039.6533203125 4.857",NA,NA,NA,NA,NA,"POINT (48.6313421 -17.6602694 1039.6533203125)",NA
"Amadese","1794","S0051MP49","Restoration","Restoration","WGS48","-17.6715191 48.6466885 1104.0 4.666",-17.6715191,48.6466885,1104,4.666,"POINT (48.6466885 -17.6715191 1104.0)","-17.6717956 48.6467064 1104.0 3.9",-17.6717956,48.6467064,1104,3.9,"POINT (48.6467064 -17.6717956 1104.0)","-17.6718217 48.6464289 1099.0 3.9",-17.6718217,48.6464289,1099,3.9,"POINT (48.6464289 -17.6718217 1099.0)","-17.6715656 48.6463993 1087.0 3.9",-17.6715656,48.6463993,1087,3.9,"POINT (48.6463993 -17.6715656 1087.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6717091,48.6464588,1102,4.9,"-17.6717091 48.6464588 1102.0 4.9",NA,NA,NA,NA,NA,"POINT (48.6464588 -17.6717091 1102.0)",NA
"Amadese","1765","S0022MP1","Restoration","Restoration","WGS84","-17.6654612 48.6118592 966.5975031927228 4.9",-17.6654612,48.6118592,966.597503192723,4.9,"POINT (48.6118592 -17.6654612 966.5975031927228)","-17.6657312 48.6118599 956.4222675058991 4.9",-17.6657312,48.6118599,956.422267505899,4.9,"POINT (48.6118599 -17.6657312 956.4222675058991)","-17.6657594 48.6115272 973.8279668549076 4.9",-17.6657594,48.6115272,973.827966854908,4.9,"POINT (48.6115272 -17.6657594 973.8279668549076)","-17.6655831 48.6115369 955.3145424108952 4.9",-17.6655831,48.6115369,955.314542410895,4.9,"POINT (48.6115369 -17.6655831 955.3145424108952)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.665636,48.6116375,973.212070672773,4.9,"-17.665636 48.6116375 973.2120706727728 4.9",NA,NA,NA,NA,NA,"POINT (48.6116375 -17.665636 973.2120706727728)",NA
"Amadese","1763","S0020PM18","Restoration","Restoration","WGS84","-17.6855782 48.6100552 974.4 4.92",-17.6855782,48.6100552,974.4,4.92,"POINT (48.6100552 -17.6855782 974.4)","-17.6855915 48.6104118 974.4 4.8",-17.6855915,48.6104118,974.4,4.8,"POINT (48.6104118 -17.6855915 974.4)","-17.6857991 48.6104723 974.5 4.7",-17.6857991,48.6104723,974.5,4.7,"POINT (48.6104723 -17.6857991 974.5)","-17.6858546 48.6100396 974.5 4.966",-17.6858546,48.6100396,974.5,4.966,"POINT (48.6100396 -17.6858546 974.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6857681,48.6102756,974.4,4.86,"-17.6857681 48.6102756 974.4 4.86",NA,NA,NA,NA,NA,"POINT (48.6102756 -17.6857681 974.4)",NA
"Amadese","1788","S0045MP3","Restoration","Restoration","WGS84","-17.6600752 48.6326755 1077.2425537109375 4.824",-17.6600752,48.6326755,1077.24255371094,4.824,"POINT (48.6326755 -17.6600752 1077.2425537109375)","-17.6603445 48.6326036 1062.8388671875 4.9",-17.6603445,48.6326036,1062.8388671875,4.9,"POINT (48.6326036 -17.6603445 1062.8388671875)","-17.6602677 48.6323616 1048.7381591796875 4.873",-17.6602677,48.6323616,1048.73815917969,4.873,"POINT (48.6323616 -17.6602677 1048.7381591796875)","-17.660007 48.63244 1063.84130859375 4.716",-17.660007,48.63244,1063.84130859375,4.716,"POINT (48.63244 -17.660007 1063.84130859375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6602068,48.6324635,1057.57641601562,4.931,"-17.6602068 48.6324635 1057.576416015625 4.931",NA,NA,NA,NA,NA,"POINT (48.6324635 -17.6602068 1057.576416015625)",NA
"Amadese","1765","S0022MP3","Restoration","Restoration","WGS84","-17.6656984 48.6107806 956.0815805243328 4.9",-17.6656984,48.6107806,956.081580524333,4.9,"POINT (48.6107806 -17.6656984 956.0815805243328)","-17.6658093 48.6107927 944.4233434721828 4.9",-17.6658093,48.6107927,944.423343472183,4.9,"POINT (48.6107927 -17.6658093 944.4233434721828)","-17.665915 48.6106761 950.7457910003141 4.9",-17.665915,48.6106761,950.745791000314,4.9,"POINT (48.6106761 -17.665915 950.7457910003141)","-17.6656859 48.6107307 970.076422075741 4.9",-17.6656859,48.6107307,970.076422075741,4.9,"POINT (48.6107307 -17.6656859 970.076422075741)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6657544,48.6106863,965.269702113234,4.9,"-17.6657544 48.6106863 965.2697021132335 4.9",NA,NA,NA,NA,NA,"POINT (48.6106863 -17.6657544 965.2697021132335)",NA
"Amadese","1788","S0045MP5","Restoration","Restoration","WGS 84","-17.6611436 48.632695 1076.743896484375 4.502",-17.6611436,48.632695,1076.74389648438,4.502,"POINT (48.632695 -17.6611436 1076.743896484375)","-17.6614363 48.6326549 1082.972412109375 4.931",-17.6614363,48.6326549,1082.97241210938,4.931,"POINT (48.6326549 -17.6614363 1082.972412109375)","-17.6614052 48.6323624 1066.91748046875 4.931",-17.6614052,48.6323624,1066.91748046875,4.931,"POINT (48.6323624 -17.6614052 1066.91748046875)","-17.6611088 48.6324096 1062.3253173828125 4.645",-17.6611088,48.6324096,1062.32531738281,4.645,"POINT (48.6324096 -17.6611088 1062.3253173828125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6613515,48.6324754,1071.42163085938,4.931,"-17.6613515 48.6324754 1071.421630859375 4.931",NA,NA,NA,NA,NA,"POINT (48.6324754 -17.6613515 1071.421630859375)",NA
"Amadese","1762","S0019 MP12","Restoration","Restoration","WGS84","-17.6826379 48.6068948 969.1 4.88",-17.6826379,48.6068948,969.1,4.88,"POINT (48.6068948 -17.6826379 969.1)","-17.6824551 48.6071341 969.1 4.971",-17.6824551,48.6071341,969.1,4.971,"POINT (48.6071341 -17.6824551 969.1)","-17.6827755 48.6073486 969.2 4.95",-17.6827755,48.6073486,969.2,4.95,"POINT (48.6073486 -17.6827755 969.2)","-17.6830135 48.6070604 969.5 5.0",-17.6830135,48.6070604,969.5,5,"POINT (48.6070604 -17.6830135 969.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6827522,48.6071504,969,4.9,"-17.6827522 48.6071504 969.0 4.9",NA,NA,NA,NA,NA,"POINT (48.6071504 -17.6827522 969.0)",NA
"Amadese","1744","S0001MP7","Restoration","Restoration","WGS84","-17.6540482 48.5362229 981.501 3.9",-17.6540482,48.5362229,981.501,3.9,"POINT (48.5362229 -17.6540482 981.501)","-17.65422 48.5360983 986.606 3.9",-17.65422,48.5360983,986.606,3.9,"POINT (48.5360983 -17.65422 986.606)","-17.6542433 48.5360842 986.098 3.9",-17.6542433,48.5360842,986.098,3.9,"POINT (48.5360842 -17.6542433 986.098)","-17.6542229 48.5360937 985.839 3.9",-17.6542229,48.5360937,985.839,3.9,"POINT (48.5360937 -17.6542229 985.839)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.654087,48.5361017,980.314,3.9,"-17.654087 48.5361017 980.314 3.9",NA,NA,NA,NA,NA,"POINT (48.5361017 -17.654087 980.314)",NA
"Amadese","1788","S0045MP6","Restoration","Restoration","WGS 84","-17.6611984 48.631583 1045.8173828125 4.502",-17.6611984,48.631583,1045.8173828125,4.502,"POINT (48.631583 -17.6611984 1045.8173828125)","-17.6614613 48.6315339 1050.398681640625 4.931",-17.6614613,48.6315339,1050.39868164062,4.931,"POINT (48.6315339 -17.6614613 1050.398681640625)","-17.6614595 48.6312613 1039.3768310546875 4.9",-17.6614595,48.6312613,1039.37683105469,4.9,"POINT (48.6312613 -17.6614595 1039.3768310546875)","-17.6611951 48.6313081 1028.2799072265625 4.824",-17.6611951,48.6313081,1028.27990722656,4.824,"POINT (48.6313081 -17.6611951 1028.2799072265625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.661401,48.6313706,1039.56396484375,4.645,"-17.661401 48.6313706 1039.56396484375 4.645",NA,NA,NA,NA,NA,"POINT (48.6313706 -17.661401 1039.56396484375)",NA
"Amadese","1765","S0022MP5","Restoration","Restoration","WGS84","-17.6662204 48.610731 946.01943787653 4.9",-17.6662204,48.610731,946.01943787653,4.9,"POINT (48.610731 -17.6662204 946.01943787653)","-17.6663063 48.6106954 967.0244790054858 4.9",-17.6663063,48.6106954,967.024479005486,4.9,"POINT (48.6106954 -17.6663063 967.0244790054858)","-17.6662849 48.6106528 957.8361867722124 4.9",-17.6662849,48.6106528,957.836186772212,4.9,"POINT (48.6106528 -17.6662849 957.8361867722124)","-17.6662351 48.6106948 952.5519242398441 4.9",-17.6662351,48.6106948,952.551924239844,4.9,"POINT (48.6106948 -17.6662351 952.5519242398441)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6662843,48.6106775,956.601810292341,4.9,"-17.6662843 48.6106775 956.6018102923408 4.9",NA,NA,NA,NA,NA,"POINT (48.6106775 -17.6662843 956.6018102923408)",NA
"Amadese","1794","S0051MP45","Restoration","Restoration","WGS84","-17.6718037 48.6474361 1109.2823612264392 4.288",-17.6718037,48.6474361,1109.28236122644,4.288,"POINT (48.6474361 -17.6718037 1109.2823612264392)","-17.67205 48.6474537 1117.40667838004 3.9",-17.67205,48.6474537,1117.40667838004,3.9,"POINT (48.6474537 -17.67205 1117.40667838004)","-17.6720384 48.6471878 1121.0 3.33",-17.6720384,48.6471878,1121,3.33,"POINT (48.6471878 -17.6720384 1121.0)","-17.6718056 48.6471941 1112.0 3.33",-17.6718056,48.6471941,1112,3.33,"POINT (48.6471941 -17.6718056 1112.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6719285,48.6472503,1117.37686101744,4.269,"-17.6719285 48.6472503 1117.3768610174443 4.269",NA,NA,NA,NA,NA,"POINT (48.6472503 -17.6719285 1117.3768610174443)",NA
"Amadese","1762","S0019MP13","Restoration","Restoration","WGS84","-17.6816455 48.6060248 974.8 4.983",-17.6816455,48.6060248,974.8,4.983,"POINT (48.6060248 -17.6816455 974.8)","-17.6814962 48.6063198 970.8 4.89",-17.6814962,48.6063198,970.8,4.89,"POINT (48.6063198 -17.6814962 970.8)","-17.6817504 48.6064232 972.7 4.86",-17.6817504,48.6064232,972.7,4.86,"POINT (48.6064232 -17.6817504 972.7)","-17.6819526 48.6061365 972.7 4.866",-17.6819526,48.6061365,972.7,4.866,"POINT (48.6061365 -17.6819526 972.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6818348,48.6062502,972.8,4.866,"-17.6818348 48.6062502 972.8 4.866",NA,NA,NA,NA,NA,"POINT (48.6062502 -17.6818348 972.8)",NA
"Amadese","1744","S0001MP8","Restoration","Restoration","WGS84","-17.653931 48.5366212 1001.956 3.9",-17.653931,48.5366212,1001.956,3.9,"POINT (48.5366212 -17.653931 1001.956)","-17.6538386 48.5366806 994.062 3.9",-17.6538386,48.5366806,994.062,3.9,"POINT (48.5366806 -17.6538386 994.062)","-17.6538348 48.53668 995.683 1.282",-17.6538348,48.53668,995.683,1.282,"POINT (48.53668 -17.6538348 995.683)","-17.6538859 48.5366778 994.841 3.9",-17.6538859,48.5366778,994.841,3.9,"POINT (48.5366778 -17.6538859 994.841)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1765","S0022MP7","Restoration","Restoration","WGS84","-17.6664804 48.6120924 955.2072585625574 4.833",-17.6664804,48.6120924,955.207258562557,4.833,"POINT (48.6120924 -17.6664804 955.2072585625574)","-17.6667216 48.6121675 984.5198734514415 4.9",-17.6667216,48.6121675,984.519873451442,4.9,"POINT (48.6121675 -17.6667216 984.5198734514415)","-17.6667617 48.6118171 967.3557875128463 4.9",-17.6667617,48.6118171,967.355787512846,4.9,"POINT (48.6118171 -17.6667617 967.3557875128463)","-17.666501 48.6118107 976.1877524219453 4.9",-17.666501,48.6118107,976.187752421945,4.9,"POINT (48.6118107 -17.666501 976.1877524219453)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1789","S0046MP6","Restoration","Restoration","WGS 84","-17.6652545 48.6326797 1027.1981201171875 4.716",-17.6652545,48.6326797,1027.19812011719,4.716,"POINT (48.6326797 -17.6652545 1027.1981201171875)","-17.6654367 48.6327415 1032.206787109375 4.645",-17.6654367,48.6327415,1032.20678710938,4.645,"POINT (48.6327415 -17.6654367 1032.206787109375)","-17.6654977 48.6324669 1027.35302734375 4.931",-17.6654977,48.6324669,1027.35302734375,4.931,"POINT (48.6324669 -17.6654977 1027.35302734375)","-17.6652298 48.6324514 1027.9334716796875 4.645",-17.6652298,48.6324514,1027.93347167969,4.645,"POINT (48.6324514 -17.6652298 1027.9334716796875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.665371,48.6325575,1031.45739746094,4.931,"-17.665371 48.6325575 1031.4573974609375 4.931",NA,NA,NA,NA,NA,"POINT (48.6325575 -17.665371 1031.4573974609375)",NA
