"Species","data_source_title","score","matched_name2"
"Tabebuia rosea","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia rosea"
"Cocos nucifera","Tropicos - Missouri Botanical Garden",0.988,"Cocos nucifera"
"Quercus rubra","The International Plant Names Index",0.988,"Quercus rubra"
"Pinus strobus","The International Plant Names Index",0.988,"Pinus strobus"
"Platanus occidentalis","Manual validation",NA,"Platanus occidentalis"
"Prunus americana","Tropicos - Missouri Botanical Garden",0.988,"Prunus americana"
"Quercus montana","Tropicos - Missouri Botanical Garden",0.988,"Quercus montana"
"Prunus serotina","Tropicos - Missouri Botanical Garden",0.988,"Prunus serotina"
"Robinia pseudoacacia","The International Plant Names Index",0.988,"Robinia pseudoacacia"
"Castanea dentata","Tropicos - Missouri Botanical Garden",0.75,"Castanea dentata"
"Corylus americana","The International Plant Names Index",0.988,"Corylus americana"
"Quercus velutina","The International Plant Names Index",0.988,"Quercus velutina"
"Pinus virginiana","The International Plant Names Index",0.988,"Pinus virginiana"
"Quercus alba","Tropicos - Missouri Botanical Garden",0.988,"Quercus alba"
"Bauhinia variegata",NA,NA,"Bauhinia variegata"
"Artocarpus blancoi",NA,NA,"Artocarpus blancoi"
"Buchanania arborescens",NA,NA,"Buchanania arborescens"
"Buchanania nitida","Tropicos - Missouri Botanical Garden",0.988,"Buchanania nitida"
"Alstonia scholaris",NA,NA,"Alstonia scholaris"
"Artocarpus anisophyllus",NA,NA,"Artocarpus anisophyllus"
"Sandoricum vidalii",NA,NA,"Sandoricum vidalii"
"Tristaniopsis decorticata",NA,NA,"Tristaniopsis decorticata"
"Acacia mangium","The International Plant Names Index",0.988,"Acacia mangium"
"Alangium javanicum","Tropicos - Missouri Botanical Garden",0.988,"Alangium javanicum"
"Litsea glutinosa","Tropicos - Missouri Botanical Garden",0.988,"Litsea glutinosa"
"Myristica philippinensis","The International Plant Names Index",0.988,"Myristica philippinensis"
"Mitrephora lanotan","Tropicos - Missouri Botanical Garden",0.988,"Mitrephora lanotan"
"Palaquium luzoniense","Tropicos - Missouri Botanical Garden",0.988,"Palaquium luzoniense"
"Dysoxylum cumingianum","Tropicos - Missouri Botanical Garden",0.988,"Dysoxylum cumingianum"
"Neonauclea formicaria","Tropicos - Missouri Botanical Garden",0.988,"Neonauclea formicaria"
"Kokoona ochracea","Tropicos - Missouri Botanical Garden",0.988,"Kokoona ochracea"
"Sapium luzonicum","Tropicos - Missouri Botanical Garden",0.988,"Sapium luzonicum"
"Calophyllum blancoi",NA,NA,"Calophyllum blancoi"
"Terminalia calamansanai","The International Plant Names Index",0.988,"Terminalia calamansanai"
"Toona calantas","The International Plant Names Index",0.988,"Toona calantas"
"Goniocheton arborescens","Tropicos - Missouri Botanical Garden",0.988,"Goniocheton arborescens"
"Tritaxis malayana","Tropicos - Missouri Botanical Garden",0.988,"Tritaxis malayana"
"Syzygium antisepticum","Tropicos - Missouri Botanical Garden",0.988,"Syzygium antisepticum"
"Pometia pinnata","Tropicos - Missouri Botanical Garden",0.988,"Pometia pinnata"
"Atuna racemosa","The International Plant Names Index",0.988,"Atuna racemosa"
"Beilschmiedia glomerata","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia glomerata"
"Nephelium rambutan","Tropicos - Missouri Botanical Garden",0.988,"Nephelium rambutan"
"Pangium edule","Tropicos - Missouri Botanical Garden",0.988,"Pangium edule"
"Dehaasia triandra","Tropicos - Missouri Botanical Garden",0.988,"Dehaasia triandra"
"Swintonia foxworthyi","Tropicos - Missouri Botanical Garden",0.988,"Swintonia foxworthyi"
"Syzygium nervosum","Tropicos - Missouri Botanical Garden",0.988,"Syzygium nervosum"
"Terminalia nitens",NA,NA,"Terminalia nitens"
"Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Dimorphocalyx luzoniensis"
"Butea monosperma","Tropicos - Missouri Botanical Garden",0.988,"Butea monosperma"
"Azadirachta indica","Tropicos - Missouri Botanical Garden",0.988,"Azadirachta indica"
"Acacia auriculiformis","The International Plant Names Index",0.988,"Acacia auriculiformis"
"Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden",0.75,"Ternstroemia sylvatica"
"Vernonia patens","Tropicos - Missouri Botanical Garden",0.988,"Vernonia patens"
"Bursera copallifera","Tropicos - Missouri Botanical Garden",0.988,"Bursera copallifera"
"Cochlospermum vitifolium","Tropicos - Missouri Botanical Garden",0.988,"Cochlospermum vitifolium"
"Haematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum campechianum"
"Enterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium cyclocarpum"
"Ulmus mexicana","Tropicos - Missouri Botanical Garden",0.988,"Ulmus mexicana"
"Conostegia xalapensis","Tropicos - Missouri Botanical Garden",0.75,"Conostegia xalapensis"
"Leucaena leucocephala","The International Plant Names Index",0.988,"Leucaena leucocephala"
"Chrysophyllum cainito","Tropicos - Missouri Botanical Garden",0.75,"Chrysophyllum cainito"
"Pinus oocarpa","The International Plant Names Index",0.988,"Pinus oocarpa"
"Acacia caven","Tropicos - Missouri Botanical Garden",0.988,"Acacia caven"
"Dalbergia calderonii","Tropicos - Missouri Botanical Garden",0.988,"Dalbergia calderonii"
"Platymisciun dimhorphan",NA,NA,"Platymisciun dimhorphan"
"Sapindus saponaria","Tropicos - Missouri Botanical Garden",0.988,"Sapindus saponaria"
"Psidium sartorianum","The International Plant Names Index",0.988,"Psidium sartorianum"
"Trichilia trifolia","Tropicos - Missouri Botanical Garden",0.988,"Trichilia trifolia"
"Crescentia cujete","Tropicos - Missouri Botanical Garden",0.988,"Crescentia cujete"
"Erythrina coralloides","Tropicos - Missouri Botanical Garden",0.988,"Erythrina coralloides"
"Ficus petiolaris","The International Plant Names Index",0.988,"Ficus petiolaris"
"Lonchocarpus rugosus","The International Plant Names Index",0.988,"Lonchocarpus rugosus"
"Ceiba pentandra","The International Plant Names Index",0.988,"Ceiba pentandra"
"Perymenium grande","The International Plant Names Index",0.988,"Perymenium grande"
"Cojoba arborea","Tropicos - Missouri Botanical Garden",0.988,"Cojoba arborea"
"Cochlolospermun vitifolium",NA,NA,"Cochlolospermun vitifolium"
"Guatemala","The International Plant Names Index",0.75,"Guatemala"
"Malpighia glabra","Tropicos - Missouri Botanical Garden",0.75,"Malpighia glabra"
"Leucaena esculenta","The International Plant Names Index",0.988,"Leucaena esculenta"
"Prunus salicifolia","The International Plant Names Index",0.988,"Prunus salicifolia"
"Psidium guajava","Tropicos - Missouri Botanical Garden",0.988,"Psidium guajava"
"Cupressus lusitanica lindleyi","Tropicos - Missouri Botanical Garden",0.999,"Cupressus lusitanica lindleyi"
"Citrus aurantiifolia","Tropicos - Missouri Botanical Garden",0.988,"Citrus aurantiifolia"
"Pseudosmodingium multifolium","Tropicos - Missouri Botanical Garden",0.988,"Pseudosmodingium multifolium"
"Ternstroemia luquillensis","Tropicos - Missouri Botanical Garden",0.988,"Ternstroemia luquillensis"
"Verbesina myriocephala","Tropicos - Missouri Botanical Garden",0.75,"Verbesina myriocephala"
"Platanus mexicana","Tropicos - Missouri Botanical Garden",0.988,"Platanus mexicana"
"Acacia collinsii","Tropicos - Missouri Botanical Garden",0.988,"Acacia collinsii"
"Annonaceae",NA,NA,"Annonaceae"
"Guayaba","Tropicos - Missouri Botanical Garden",0.75,"Guayaba"
"Quercus skinneri",NA,NA,"Quercus skinneri"
"Ochroma pyramidale","The International Plant Names Index",0.988,"Ochroma pyramidale"
"Platanos","The International Plant Names Index",0.5,"Platanos"
"Nispero","Tropicos - Missouri Botanical Garden",0.75,"Nispero"
"Astronium graveolens","The International Plant Names Index",0.988,"Astronium graveolens"
"Ulmus","The International Plant Names Index",0.75,"Ulmus"
"Ficus aurea","The International Plant Names Index",0.988,"Ficus aurea"
"Inga jinicuil","Tropicos - Missouri Botanical Garden",0.988,"Inga jinicuil"
"Calycophyllum candidissimum","Tropicos - Missouri Botanical Garden",0.75,"Calycophyllum candidissimum"
"Annona macroprophyllata","Tropicos - Missouri Botanical Garden",0.988,"Annona macroprophyllata"
"Sideroxylon capiri",NA,NA,"Sideroxylon capiri"
"Quercus candicans","The International Plant Names Index",0.988,"Quercus candicans"
"Platymiscium dimorphandrum","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Andira inermis","Tropicos - Missouri Botanical Garden",0.75,"Andira inermis"
"Ternstroemia lineata","Tropicos - Missouri Botanical Garden",0.75,"Ternstroemia lineata"
"Diospyros digyna","Tropicos - Missouri Botanical Garden",0.75,"Diospyros digyna"
"Styrax argenteus","Tropicos - Missouri Botanical Garden",0.75,"Styrax argenteus"
"Coccoloba acapulcensis","Tropicos - Missouri Botanical Garden",0.988,"Coccoloba acapulcensis"
"Chiranthodendron pentadactylon","Tropicos - Missouri Botanical Garden",0.988,"Chiranthodendron pentadactylon"
"Tabebuia donnell-smithii","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia donnell-smithii"
"Muntingia calabura","The International Plant Names Index",0.988,"Muntingia calabura"
"Manilkara zapota","Tropicos - Missouri Botanical Garden",0.988,"Manilkara zapota"
"Litsea glaucescens","Tropicos - Missouri Botanical Garden",0.75,"Litsea glaucescens"
"Uapaca kirkiana","Tropicos - Missouri Botanical Garden",0.75,"Uapaca kirkiana"
"Ficus",NA,NA,"Ficus"
"Semecarpus cuneiformis",NA,NA,"Semecarpus cuneiformis"
"Homalanthus populneus","Tropicos - Missouri Botanical Garden",0.988,"Homalanthus populneus"
"Carallia borneensis","Tropicos - Missouri Botanical Garden",0.988,"Carallia borneensis"
"Pterospermum diversifolium",NA,NA,"Pterospermum diversifolium"
"Garcinia forbesii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia forbesii"
"Cratoxylum sumatranum","Tropicos - Missouri Botanical Garden",0.988,"Cratoxylum sumatranum"
"Syzygium costulatum","Tropicos - Missouri Botanical Garden",0.988,"Syzygium costulatum"
"Canarium luzonicum","Tropicos - Missouri Botanical Garden",0.988,"Canarium luzonicum"
"Barringtonia asiatica","Tropicos - Missouri Botanical Garden",0.988,"Barringtonia asiatica"
"Ficus nota","Tropicos - Missouri Botanical Garden",0.988,"Ficus nota"
"Macaranga grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Macaranga grandifolia"
"Nephelium lappaceum","Tropicos - Missouri Botanical Garden",0.988,"Nephelium lappaceum"
"Polyscias nodosa","Tropicos - Missouri Botanical Garden",0.988,"Polyscias nodosa"
"Pterocymbium tinctorium","Tropicos - Missouri Botanical Garden",0.988,"Pterocymbium tinctorium"
"Parkia timoriana","Tropicos - Missouri Botanical Garden",0.988,"Parkia timoriana"
"Syzygium xanthophyllum","Tropicos - Missouri Botanical Garden",0.988,"Syzygium xanthophyllum"
"Lagerstroemia speciosa","Tropicos - Missouri Botanical Garden",0.988,"Lagerstroemia speciosa"
"Vitex",NA,NA,"Vitex"
"Koordersiodendron pinnatum","The International Plant Names Index",0.988,"Koordersiodendron pinnatum"
"Diospyros pyrrhocarpa","Tropicos - Missouri Botanical Garden",0.988,"Diospyros pyrrhocarpa"
"Artocarpus ovatus","Tropicos - Missouri Botanical Garden",0.988,"Artocarpus ovatus"
"Omalanthus fastuosus","Tropicos - Missouri Botanical Garden",0.988,"Omalanthus fastuosus"
"Dysoxylum gaudichaudianum","Tropicos - Missouri Botanical Garden",0.988,"Dysoxylum gaudichaudianum"
"Gomphandra luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Gomphandra luzoniensis"
"Azadirachta excelsa","Tropicos - Missouri Botanical Garden",0.988,"Azadirachta excelsa"
"Brachystegia","Tropicos - Missouri Botanical Garden",0.5,"Brachystegia"
"Croton urucurana","Tropicos - Missouri Botanical Garden",0.988,"Croton urucurana"
"Saurauia serrata","Tropicos - Missouri Botanical Garden",0.988,"Saurauia serrata"
"Fouquieria splendens","The International Plant Names Index",0.988,"Fouquieria splendens"
"Schinopsis balansae","The International Plant Names Index",0.988,"Schinopsis balansae"
"Persea schiedeana","Tropicos - Missouri Botanical Garden",0.988,"Persea schiedeana"
"Euphorbia macvaughii","Tropicos - Missouri Botanical Garden",0.988,"Euphorbia macvaughii"
"Callistemon citrinus","The International Plant Names Index",0.988,"Callistemon citrinus"
"Trophis racemosa","Tropicos - Missouri Botanical Garden",0.75,"Trophis racemosa"
"Homalium trichostemon","Tropicos - Missouri Botanical Garden",0.988,"Homalium trichostemon"
"Nectandra leucantha","The International Plant Names Index",0.988,"Nectandra leucantha"
"Thouinidium decandrum","Tropicos - Missouri Botanical Garden",0.988,"Thouinidium decandrum"
"Juniperus squamata","The International Plant Names Index",0.988,"Juniperus squamata"
"Ficus benjamina","The International Plant Names Index",0.988,"Ficus benjamina"
"Gynostemma pentaphyllum","The International Plant Names Index",0.988,"Gynostemma pentaphyllum"
"Syzygium jambos","Tropicos - Missouri Botanical Garden",0.988,"Syzygium jambos"
"Dorstenia brasiliensis","The International Plant Names Index",0.988,"Dorstenia brasiliensis"
"Brosimum","Tropicos - Missouri Botanical Garden",0.75,"Brosimum"
"Ficus insipida","The International Plant Names Index",0.988,"Ficus insipida"
"Rhodamnia rubescens","Tropicos - Missouri Botanical Garden",0.988,"Rhodamnia rubescens"
"Pseudobombax ellipticum","The International Plant Names Index",0.988,"Pseudobombax ellipticum"
"Haematoxylum brasiletto","Tropicos - Missouri Botanical Garden",0.988,"Haematoxylum brasiletto"
"Genipa americana","The International Plant Names Index",0.988,"Genipa americana"
"Nectandra lineata","Tropicos - Missouri Botanical Garden",0.988,"Nectandra lineata"
"Theobroma bicolor","Tropicos - Missouri Botanical Garden",0.988,"Theobroma bicolor"
"Inga","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Amphipterygium adstringens","The International Plant Names Index",0.988,"Amphipterygium adstringens"
"Citrus reticulata","Tropicos - Missouri Botanical Garden",0.988,"Citrus reticulata"
"Aquilaria sinensis","Tropicos - Missouri Botanical Garden",0.988,"Aquilaria sinensis"
"Quercus subspathulata","Tropicos - Missouri Botanical Garden",0.988,"Quercus subspathulata"
"Quercus devia","Tropicos - Missouri Botanical Garden",0.988,"Quercus devia"
"Sebastiania brasiliensis","The International Plant Names Index",0.988,"Sebastiania brasiliensis"
"Hamelia patens","The International Plant Names Index",0.988,"Hamelia patens"
"Trema micrantha","Tropicos - Missouri Botanical Garden",0.988,"Trema micrantha"
"Fouquieria ochoterenae","Tropicos - Missouri Botanical Garden",0.988,"Fouquieria ochoterenae"
"Hymenaea courbaril","The International Plant Names Index",0.988,"Hymenaea courbaril"
"Annona muricata","The International Plant Names Index",0.988,"Annona muricata"
"Ficus carica","The International Plant Names Index",0.988,"Ficus carica"
"Cedrus","Tropicos - Missouri Botanical Garden",0.75,"Cedrus"
"Prunus domestica","The International Plant Names Index",0.988,"Prunus domestica"
"Annona cherimola","Tropicos - Missouri Botanical Garden",0.988,"Annona cherimola"
"Persea mutisii","Tropicos - Missouri Botanical Garden",0.988,"Persea mutisii"
"Acacia cochliacantha","The International Plant Names Index",0.988,"Acacia cochliacantha"
"Acacia farnesiana","The International Plant Names Index",0.988,"Acacia farnesiana"
"Pterocarpus","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus"
"Heliocarpus donnellsmithii","Tropicos - Missouri Botanical Garden",0.988,"Heliocarpus donnellsmithii"
"Vachellia collinsii","Tropicos - Missouri Botanical Garden",0.988,"Vachellia collinsii"
"Zanthoxylum riedelianum","Tropicos - Missouri Botanical Garden",0.988,"Zanthoxylum riedelianum"
"Spondias purpurea","The International Plant Names Index",0.988,"Spondias purpurea"
"Sterculia comosa","The International Plant Names Index",0.988,"Sterculia comosa"
"Mangifera altissima","Tropicos - Missouri Botanical Garden",0.988,"Mangifera altissima"
"Barringtonia macrostachya","Tropicos - Missouri Botanical Garden",0.988,"Barringtonia macrostachya"
"Aglaia rimosa","Tropicos - Missouri Botanical Garden",0.988,"Aglaia rimosa"
"Mallotus philippensis","Tropicos - Missouri Botanical Garden",0.988,"Mallotus philippensis"
"Macaranga tanarius","The International Plant Names Index",0.988,"Macaranga tanarius"
"Ficus minahassae","Tropicos - Missouri Botanical Garden",0.988,"Ficus minahassae"
"Myristica fatua","Tropicos - Missouri Botanical Garden",0.988,"Myristica fatua"
"Cinnamomum","Tropicos - Missouri Botanical Garden",0.75,"Cinnamomum"
"Canthium dicoccum","Tropicos - Missouri Botanical Garden",0.75,"Canthium dicoccum"
"Canarium asperum","Tropicos - Missouri Botanical Garden",0.988,"Canarium asperum"
"Ficus variegata","The International Plant Names Index",0.988,"Ficus variegata"
"Gnetum gnemon","Tropicos - Missouri Botanical Garden",0.999,"Gnetum gnemon"
"Alstonia macrophylla","Tropicos - Missouri Botanical Garden",0.988,"Alstonia macrophylla"
"Syzygium curranii","Tropicos - Missouri Botanical Garden",0.988,"Syzygium curranii"
"Eugenia rhombea","Manual validation",NA,"Eugenia rhombea"
"Palaquium tenuipetiolatum","Tropicos - Missouri Botanical Garden",0.988,"Palaquium tenuipetiolatum"
"Anacardium occidentale","The International Plant Names Index",0.988,"Anacardium occidentale"
"Sandoricum koetjape","Tropicos - Missouri Botanical Garden",0.988,"Sandoricum koetjape"
"Melanolepis multiglandulosa","Tropicos - Missouri Botanical Garden",0.988,"Melanolepis multiglandulosa"
"Cryptocarya acuminata","Tropicos - Missouri Botanical Garden",0.988,"Cryptocarya acuminata"
"Nauclea orientalis","Tropicos - Missouri Botanical Garden",0.988,"Nauclea orientalis"
"Eugenia jambolana","Tropicos - Missouri Botanical Garden",0.75,"Eugenia jambolana"
"Millettia laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Piptadeniastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Maesopsis","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis"
"Maesopsis eminii","Tropicos - Missouri Botanical Garden",0.988,"Maesopsis eminii"
"Ricinodendron heudelotii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Cassia","Tropicos - Missouri Botanical Garden",0.75,"Cassia"
"Pericopsis elata","Tropicos - Missouri Botanical Garden",0.75,"Pericopsis elata"
"Cannarium","Manual validation",NA,"Canarium"
"Ricinodendron africanum","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron africanum"
"Milletia","The International Plant Names Index",0.75,"Milletia"
"Ricinodendron","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron"
"Uapaca mole","Tropicos - Missouri Botanical Garden",0.988,"Uapaca mole"
"Milicia excelsa","Tropicos - Missouri Botanical Garden",0.75,"Milicia excelsa"
"Pachira aquatica","The International Plant Names Index",0.988,"Pachira aquatica"
"Croton mubango","Tropicos - Missouri Botanical Garden",0.75,"Croton mubango"
"Canarium schweinfurtii","Tropicos - Missouri Botanical Garden",0.75,"Canarium schweinfurtii"
"Dialium pachyphyllum","Tropicos - Missouri Botanical Garden",0.988,"Dialium pachyphyllum"
"Uapaca","Tropicos - Missouri Botanical Garden",0.75,"Uapaca"
"Canarium","Tropicos - Missouri Botanical Garden",0.75,"Canarium"
"Erythrophleum","Tropicos - Missouri Botanical Garden",0.75,"Erythrophleum"
"Pentaclethra","Manual validation",NA,"Pentaclethra"
"Dacryodes normandii","Tropicos - Missouri Botanical Garden",0.988,"Dacryodes normandii"
"Guibourtia demeusei","Tropicos - Missouri Botanical Garden",0.988,"Guibourtia demeusei"
"Pterocarpus soyauxii","Manual validation",NA,"Pterocarpus soyauxii"
"Evea brasiliensis","Tropicos - Missouri Botanical Garden",0.988,"Evea brasiliensis"
"Erythrophleum ivorense","Tropicos - Missouri Botanical Garden",0.75,"Erythrophleum ivorense"
"Prioria balsamifera","Tropicos - Missouri Botanical Garden",0.988,"Prioria balsamifera"
"Hevea","The International Plant Names Index",0.75,"Hevea"
"Adenanthera pavonina","Manual validation",NA,"Adenanthera pavonina"
"Millettia drastica","Manual validation",NA,"Millettia drastica"
"Ongokea gore","Tropicos - Missouri Botanical Garden",0.988,"Ongokea gore"
"Musanga","Tropicos - Missouri Botanical Garden",0.75,"Musanga"
"Musanga cecropioides","Tropicos - Missouri Botanical Garden",0.75,"Musanga cecropioides"
"Tetraberlinia bifoliolata","Tropicos - Missouri Botanical Garden",0.75,"Tetraberlinia bifoliolata"
"Parkia bicolor","Tropicos - Missouri Botanical Garden",0.75,"Parkia bicolor"
"Oncoba welwitschii","Manual validation",NA,"Oncoba welwitschii"
"Bobgunnia fistuloides","Tropicos - Missouri Botanical Garden",0.988,"Bobgunnia fistuloides"
"Millettia soyauxii","Tropicos - Missouri Botanical Garden",0.75,"Millettia soyauxii"
"Prioria","Tropicos - Missouri Botanical Garden",0.75,"Prioria"
"Paramacrolobium","Tropicos - Missouri Botanical Garden",0.75,"Paramacrolobium"
"Autranella congolensis","Tropicos - Missouri Botanical Garden",0.988,"Autranella congolensis"
"Celtis tessmannii","Tropicos - Missouri Botanical Garden",0.75,"Celtis tessmannii"
"Gilbertiodendron dewevrei","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Leplaea cedrata","Tropicos - Missouri Botanical Garden",0.988,"Leplaea cedrata"
"Tetrapleura tetraptera","Tropicos - Missouri Botanical Garden",0.988,"Tetrapleura tetraptera"
"Hymenocardia acida","Tropicos - Missouri Botanical Garden",0.988,"Hymenocardia acida"
"Albizia adianthifolia","Tropicos - Missouri Botanical Garden",0.75,"Albizia adianthifolia"
"Baillonella toxisperma","Manual validation",NA,"Baillonella toxisperma"
"Uapa mole","Manual validation",NA,"Uapaca mole"
"Senna siamea","Manual validation",NA,"Senna siamea"
"Acacia floribunda","Manual validation",NA,"Acacia floribunda"
"Entandrophragma cylindricum","Tropicos - Missouri Botanical Garden",0.75,"Entandrophragma cylindricum"
"Prioria oxyphylla","Tropicos - Missouri Botanical Garden",0.988,"Prioria oxyphylla"
"Evea","Tropicos - Missouri Botanical Garden",0.75,"Evea"
"Guibourtia","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia"
"Dialium","The International Plant Names Index",0.75,"Dialium"
"Bobgunnia","Manual validation",NA,"Bobgunnia"
"Gilbertiodendron","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron"
"Pycnanthus angolensis","Tropicos - Missouri Botanical Garden",0.988,"Pycnanthus angolensis"
"Ficus tiliifolia","Tropicos - Missouri Botanical Garden",0.75,"Ficus tiliifolia"
"Grevillea banksii","The International Plant Names Index",0.988,"Grevillea banksii"
"Grevellia",NA,NA,"Grevillea"
"Monoporus paludosus","Tropicos - Missouri Botanical Garden",0.988,"Monoporus paludosus"
"Xylopia humblotiana","Tropicos - Missouri Botanical Garden",0.988,"Xylopia humblotiana"
"Syzygium parkeri","Tropicos - Missouri Botanical Garden",0.988,"Syzygium parkeri"
"Tambourissa baronii","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa baronii"
"Eugenia jambosa","Tropicos - Missouri Botanical Garden",0.988,"Eugenia jambosa"
"Syzygium guineense","Tropicos - Missouri Botanical Garden",0.988,"Syzygium guineense"
"Thecacoris cometia","Tropicos - Missouri Botanical Garden",0.988,"Thecacoris cometia"
"Eucalyptus camaldulensis","Tropicos - Missouri Botanical Garden",0.75,"Eucalyptus camaldulensis"
"Melia azedarach","Tropicos - Missouri Botanical Garden",0.75,"Melia azedarach"
"Grevillia","Tropicos - Missouri Botanical Garden",0.75,"Grevillia"
"Albizia perrieri","Tropicos - Missouri Botanical Garden",0.75,"Albizia perrieri"
"Brachylaena","Tropicos - Missouri Botanical Garden",0.75,"Brachylaena"
"Grevillia robusta","Tropicos - Missouri Botanical Garden",0.988,"Grevillia robusta"
"Pinus patula","Tropicos - Missouri Botanical Garden",0.988,"Pinus patula"
"Asteropeia micraster","Tropicos - Missouri Botanical Garden",0.988,"Asteropeia micraster"
"Cedrelo lorata","Manual validation",NA,"Cedrela odorata"
"Centrolobium ochroxylum","Tropicos - Missouri Botanical Garden",0.988,"Centrolobium ochroxylum"
"Aspidosperma cruentum","Tropicos - Missouri Botanical Garden",0.988,"Aspidosperma cruentum"
"Ehretia latifolia","Tropicos - Missouri Botanical Garden",0.988,"Ehretia latifolia"
"Inga paterno","Tropicos - Missouri Botanical Garden",0.75,"Inga paterno"
"Terminalia oblonga","Tropicos - Missouri Botanical Garden",0.988,"Terminalia oblonga"
"Cecropia obtusifolia","The International Plant Names Index",0.988,"Cecropia obtusifolia"
"Vernonia deppeana","Tropicos - Missouri Botanical Garden",0.988,"Vernonia deppeana"
"Aspidosperma megalocarpon","Tropicos - Missouri Botanical Garden",0.75,"Aspidosperma megalocarpon"
"Polygonum punctatum","The International Plant Names Index",0.988,"Polygonum punctatum"
"Malus pumila","Tropicos - Missouri Botanical Garden",0.988,"Malus pumila"
"Gyrocarpus americanus","The International Plant Names Index",0.988,"Gyrocarpus americanus"
"Pitavia punctata","Tropicos - Missouri Botanical Garden",0.988,"Pitavia punctata"
"Laurus nobilis","Tropicos - Missouri Botanical Garden",0.988,"Laurus nobilis"
"Annona","Manual validation",NA,"Annona"
"Acrocomia vinifera","Tropicos - Missouri Botanical Garden",0.988,"Acrocomia vinifera"
"Melissa officinalis","Tropicos - Missouri Botanical Garden",0.988,"Melissa officinalis"
"Hippomane","Manual validation",NA,"Hippomane"
"Dracaena cinnabari","Tropicos - Missouri Botanical Garden",0.988,"Dracaena cinnabari"
"Schizolobium parahyba","Tropicos - Missouri Botanical Garden",0.75,"Schizolobium parahyba"
"Lonchocarpus yoroensis","Tropicos - Missouri Botanical Garden",0.988,"Lonchocarpus yoroensis"
"Citronella mucronata","Tropicos - Missouri Botanical Garden",0.988,"Citronella mucronata"
"Caesalpinia parahyba","Tropicos - Missouri Botanical Garden",0.988,"Caesalpinia parahyba"
"Ternstroemia huasteca","Tropicos - Missouri Botanical Garden",0.988,"Ternstroemia huasteca"
"Persicaria punctata","The International Plant Names Index",0.988,"Persicaria punctata"
"Calophyllum brasiliense","The International Plant Names Index",0.988,"Calophyllum brasiliense"
"Inga micheliana","Tropicos - Missouri Botanical Garden",0.988,"Inga micheliana"
"Lippia myriocephala","The International Plant Names Index",0.988,"Lippia myriocephala"
"Saurauia madrensis","Tropicos - Missouri Botanical Garden",0.988,"Saurauia madrensis"
"Coccoloba","Tropicos - Missouri Botanical Garden",0.75,"Coccoloba"
"Acacia cornigera","Tropicos - Missouri Botanical Garden",0.75,"Acacia cornigera"
"Cecropia","Tropicos - Missouri Botanical Garden",0.75,"Cecropia"
"Randia","Tropicos - Missouri Botanical Garden",0.75,"Randia"
"Cojoba","Tropicos - Missouri Botanical Garden",0.75,"Cojoba"
"Platymiscium yucatanum","Tropicos - Missouri Botanical Garden",0.999,"Platymiscium yucatanum"
"Croton","The International Plant Names Index",0.75,"Croton"
"Conocarpus erectus","The International Plant Names Index",0.988,"Conocarpus erectus"
"Acacia","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Anona","Tropicos - Missouri Botanical Garden",0.75,"Anona"
"Chrysophyllum mexicanum","Tropicos - Missouri Botanical Garden",0.75,"Chrysophyllum mexicanum"
"Citrus latifolia","Tropicos - Missouri Botanical Garden",0.988,"Citrus latifolia"
"Eysenhardtia adenostylis","Tropicos - Missouri Botanical Garden",0.988,"Eysenhardtia adenostylis"
"Piscidia","Tropicos - Missouri Botanical Garden",0.75,"Piscidia"
"Citrus paradisi","Tropicos - Missouri Botanical Garden",0.75,"Citrus paradisi"
"Annona reticulata","The International Plant Names Index",0.988,"Annona reticulata"
"Guarea grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Guarea grandifolia"
"Nectandra membranacea","Tropicos - Missouri Botanical Garden",0.988,"Nectandra membranacea"
"Annona purpurea","Tropicos - Missouri Botanical Garden",0.75,"Annona purpurea"
